"Hours since thread went live","Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru • 7th Time Loop: The Villainess Enjoys a Carefree Life Married to Her Worst Enemy! - Episode 8 discussion"
12.333333333333334,549
12.416666666666666,553
12.5,557
12.583333333333334,552
12.666666666666666,556
12.75,550
12.833333333333334,557
12.916666666666666,560
13,555
13.083333333333334,559
13.166666666666666,564
13.25,561
13.333333333333334,563
13.416666666666666,567
13.5,565
13.583333333333334,564
13.666666666666666,564
13.75,568
13.833333333333334,561
13.916666666666666,568
14,569
14.083333333333334,574
14.166666666666666,570
14.25,574
14.333333333333334,578
14.416666666666666,578
14.5,575
14.583333333333334,578
14.666666666666666,582
14.75,586
14.833333333333334,589
14.916666666666666,590
15,588
15.083333333333334,595
15.166666666666666,592
15.25,589
15.333333333333334,592
15.416666666666666,591
15.5,596
15.583333333333334,602
15.666666666666666,595
15.75,597
15.833333333333334,600
15.916666666666666,603
16,602
16.083333333333332,604
16.166666666666668,611
16.25,602
16.333333333333332,607
16.416666666666668,610
16.5,609
16.583333333333332,608
16.666666666666668,609
16.75,612
16.833333333333332,610
16.916666666666668,610
17,615
17.083333333333332,614
17.166666666666668,608
17.25,613
17.333333333333332,616
17.416666666666668,613
17.5,616
17.583333333333332,616
17.666666666666668,614
17.75,616
17.833333333333332,619
17.916666666666668,617
18,622
18.083333333333332,616
18.166666666666668,614
18.25,618
18.333333333333332,619
18.416666666666668,618
18.5,623
18.583333333333332,621
18.666666666666668,616
18.75,625
18.833333333333332,624
18.916666666666668,619
19,624
19.083333333333332,618
19.166666666666668,628
19.25,624
19.333333333333332,624
19.416666666666668,625
19.5,622
19.583333333333332,628
19.666666666666668,622
19.75,626
19.833333333333332,626
19.916666666666668,631
20,631
20.083333333333332,630
20.166666666666668,634
20.25,635
20.333333333333332,641
20.416666666666668,643
20.5,639
20.583333333333332,645
20.666666666666668,640
20.75,640
20.833333333333332,639
20.916666666666668,641
21,644
21.083333333333332,641
21.166666666666668,637
21.25,641
21.333333333333332,638
21.416666666666668,645
21.5,649
21.583333333333332,644
21.666666666666668,648
21.75,644
21.833333333333332,647
21.916666666666668,650
22,648
22.083333333333332,649
22.166666666666668,650
22.25,654
22.333333333333332,653
22.416666666666668,653
22.5,652
22.583333333333332,649
22.666666666666668,653
22.75,651
22.833333333333332,659
22.916666666666668,654
23,652
23.083333333333332,656
23.166666666666668,661
23.25,662
23.333333333333332,661
23.416666666666668,665
23.5,661
23.583333333333332,658
23.666666666666668,664
23.75,665
23.833333333333332,659
23.916666666666668,662
24,664
24.083333333333332,664
24.166666666666668,667
24.25,671
24.333333333333332,675
24.416666666666668,669
24.5,667
24.583333333333332,670
24.666666666666668,674
24.75,672
24.833333333333332,672
24.916666666666668,671
25,677
25.083333333333332,674
25.166666666666668,675
25.25,670
25.333333333333332,675
25.416666666666668,680
25.5,677
25.583333333333332,684
25.666666666666668,681
25.75,680
25.833333333333332,683
25.916666666666668,682
26,683
26.083333333333332,685
26.166666666666668,678
26.25,676
26.333333333333332,683
26.416666666666668,680
26.5,678
26.583333333333332,685
26.666666666666668,686
26.75,678
26.833333333333332,686
26.916666666666668,685
27,683
27.083333333333332,685
27.166666666666668,687
27.25,684
27.333333333333332,683
27.416666666666668,686
27.5,687
27.583333333333332,686
27.666666666666668,685
27.75,692
27.833333333333332,683
27.916666666666668,694
28.083333333333332,693
28.166666666666668,692
28.25,691
28.333333333333332,693
28.416666666666668,692
28.5,693
28.583333333333332,694
28.666666666666668,692
28.75,694
28.833333333333332,692
28.916666666666668,690
29,699
29.083333333333332,691
29.166666666666668,690
29.25,695
29.333333333333332,695
29.416666666666668,690
29.5,695
29.583333333333332,694
29.666666666666668,694
29.75,701
29.833333333333332,695
29.916666666666668,693
30,693
30.083333333333332,701
30.166666666666668,699
30.25,695
30.333333333333332,702
30.416666666666668,696
30.5,699
30.583333333333332,699
30.666666666666668,702
30.75,696
30.833333333333332,705
30.916666666666668,702
31,699
31.083333333333332,703
31.166666666666668,702
31.25,702
31.333333333333332,701
31.416666666666668,702
31.5,704
31.583333333333332,705
31.666666666666668,707
31.75,704
31.833333333333332,708
31.916666666666668,703
32,704
32.083333333333336,702
32.166666666666664,704
32.25,707
32.333333333333336,706
32.416666666666664,699
32.5,705
32.583333333333336,707
32.666666666666664,707
32.75,699
32.833333333333336,707
32.916666666666664,707
33,706
33.083333333333336,699
33.166666666666664,702
33.25,704
33.333333333333336,705
33.416666666666664,700
33.5,704
33.583333333333336,702
33.666666666666664,707
33.75,703
33.833333333333336,705
33.916666666666664,702
34,703
34.083333333333336,711
34.166666666666664,704
34.25,704
34.333333333333336,711
34.416666666666664,708
34.5,707
34.583333333333336,710
34.666666666666664,708
34.75,704
34.833333333333336,707
34.916666666666664,702
35,709
35.083333333333336,707
35.166666666666664,711
35.25,713
35.333333333333336,709
35.416666666666664,707
35.5,706
35.583333333333336,711
35.666666666666664,705
35.75,715
35.833333333333336,712
35.916666666666664,712
36,714
36.083333333333336,709
36.166666666666664,716
36.25,708
36.333333333333336,710
36.416666666666664,713
36.5,715
36.583333333333336,711
36.666666666666664,713
36.75,711
36.833333333333336,705
36.916666666666664,711
37,709
37.083333333333336,708
37.166666666666664,711
37.25,711
37.333333333333336,706
37.416666666666664,717
37.5,711
37.583333333333336,710
37.666666666666664,709
37.75,714
37.833333333333336,711
37.916666666666664,708
38,711
38.083333333333336,711
38.166666666666664,717
38.25,709
38.333333333333336,711
38.416666666666664,710
38.5,711
38.583333333333336,709
38.666666666666664,716
38.75,706
38.833333333333336,718
38.916666666666664,711
39,711
39.083333333333336,718
39.166666666666664,719
39.25,714
39.333333333333336,719
39.416666666666664,714
39.5,710
39.583333333333336,714
39.666666666666664,712
39.75,716
39.833333333333336,708
39.916666666666664,708
40,712
40.083333333333336,719
40.166666666666664,716
40.25,709
40.333333333333336,711
40.416666666666664,715
40.5,713
40.583333333333336,719
40.666666666666664,718
40.75,715
40.833333333333336,717
40.916666666666664,713
41,709
41.083333333333336,715
41.166666666666664,713
41.25,714
41.333333333333336,719
41.416666666666664,716
41.5,716
41.583333333333336,718
41.666666666666664,716
41.75,713
41.833333333333336,709
41.916666666666664,714
42,719
42.083333333333336,713
42.166666666666664,717
42.25,715
42.333333333333336,721
42.416666666666664,715
42.5,711
42.583333333333336,716
42.666666666666664,714
42.75,716
42.833333333333336,716
42.916666666666664,717
43,717
43.083333333333336,715
43.166666666666664,718
43.25,711
43.333333333333336,716
43.416666666666664,713
43.5,713
43.583333333333336,715
43.666666666666664,712
43.75,715
43.833333333333336,713
43.916666666666664,718
44,716
44.083333333333336,717
44.166666666666664,720
44.25,721
44.333333333333336,716
44.416666666666664,717
44.5,713
44.583333333333336,717
44.666666666666664,714
44.75,712
44.833333333333336,715
44.916666666666664,721
45,717
45.083333333333336,714
45.166666666666664,720
45.25,723
45.333333333333336,720
45.416666666666664,714
45.5,717
45.583333333333336,720
45.666666666666664,722
45.75,717
45.833333333333336,719
45.916666666666664,718
46,721
46.083333333333336,720
46.166666666666664,720
46.25,713
46.333333333333336,721
46.416666666666664,716
46.5,718
46.583333333333336,716
46.666666666666664,714
46.75,718
46.833333333333336,712
46.916666666666664,716
47,713
47.083333333333336,719
47.166666666666664,713
47.25,717
47.333333333333336,717
47.416666666666664,714
47.5,717
47.583333333333336,719
47.666666666666664,720
47.75,723
47.833333333333336,717
47.916666666666664,719
