"Hours since thread went live","Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita Season 2 • Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside Season 2 - Episode 9 discussion"
23.416666666666668,292
23.5,295
23.583333333333332,291
23.666666666666668,291
23.75,292
23.833333333333332,290
23.916666666666668,293
24,294
24.083333333333332,292
24.166666666666668,291
24.25,292
24.333333333333332,292
24.416666666666668,290
24.5,292
24.583333333333332,297
24.666666666666668,295
24.75,292
24.833333333333332,299
24.916666666666668,296
25,296
25.083333333333332,295
25.166666666666668,299
25.25,294
25.333333333333332,296
25.416666666666668,296
25.5,296
25.583333333333332,295
25.666666666666668,296
25.75,299
25.833333333333332,296
25.916666666666668,295
26,295
26.083333333333332,293
26.166666666666668,301
26.25,299
26.333333333333332,298
26.416666666666668,301
26.5,298
26.583333333333332,298
26.666666666666668,301
26.75,300
26.833333333333332,296
26.916666666666668,301
27,299
27.083333333333332,301
27.166666666666668,300
27.25,304
27.333333333333332,303
27.416666666666668,303
27.5,305
27.583333333333332,302
27.666666666666668,306
27.75,299
27.833333333333332,301
27.916666666666668,302
28,303
28.083333333333332,305
28.166666666666668,305
28.25,300
28.333333333333332,301
28.416666666666668,305
28.5,303
28.583333333333332,306
28.666666666666668,300
28.75,301
28.833333333333332,299
28.916666666666668,305
29,300
29.083333333333332,304
29.166666666666668,301
29.25,304
29.333333333333332,304
29.416666666666668,302
29.5,304
29.583333333333332,304
29.666666666666668,301
29.75,303
29.833333333333332,304
29.916666666666668,304
30,302
30.083333333333332,308
30.166666666666668,303
30.25,305
30.333333333333332,306
30.416666666666668,306
30.5,303
30.583333333333332,302
30.666666666666668,305
30.75,307
30.833333333333332,302
30.916666666666668,307
31,308
31.083333333333332,302
31.166666666666668,302
31.25,305
31.333333333333332,304
31.416666666666668,306
31.5,306
31.583333333333332,306
31.666666666666668,305
31.75,307
31.833333333333332,310
31.916666666666668,308
32,307
32.083333333333336,308
32.166666666666664,308
32.25,307
32.333333333333336,311
32.416666666666664,309
32.5,307
32.583333333333336,309
32.666666666666664,307
32.75,310
32.833333333333336,305
32.916666666666664,310
33,307
33.083333333333336,310
33.166666666666664,307
33.25,305
33.333333333333336,309
33.416666666666664,306
33.5,310
33.583333333333336,304
33.666666666666664,305
33.75,306
33.833333333333336,311
33.916666666666664,308
34,307
34.083333333333336,308
34.166666666666664,310
34.25,308
34.333333333333336,306
34.416666666666664,310
34.5,307
34.583333333333336,311
34.666666666666664,309
34.75,307
34.833333333333336,310
34.916666666666664,311
35,310
35.083333333333336,306
35.166666666666664,309
35.25,305
35.333333333333336,306
35.416666666666664,306
35.5,304
35.583333333333336,308
35.666666666666664,307
35.75,309
35.833333333333336,308
35.916666666666664,307
36,309
36.083333333333336,309
36.166666666666664,307
36.25,307
36.333333333333336,310
36.416666666666664,305
36.5,307
36.583333333333336,307
36.666666666666664,307
36.75,309
36.833333333333336,308
36.916666666666664,313
37,313
37.083333333333336,308
37.166666666666664,308
37.25,308
37.333333333333336,306
37.416666666666664,309
37.5,308
37.583333333333336,308
37.666666666666664,309
37.75,311
37.833333333333336,309
37.916666666666664,310
38,307
38.083333333333336,307
38.166666666666664,311
38.25,315
38.333333333333336,310
38.416666666666664,312
38.5,312
38.583333333333336,313
38.666666666666664,314
38.75,309
38.833333333333336,311
38.916666666666664,315
39,310
39.083333333333336,313
39.166666666666664,311
39.25,308
39.333333333333336,312
39.416666666666664,312
39.5,314
39.583333333333336,310
39.666666666666664,310
39.75,309
39.833333333333336,310
39.916666666666664,311
40,310
40.083333333333336,313
40.166666666666664,309
40.25,311
40.333333333333336,310
40.416666666666664,312
40.5,310
40.583333333333336,312
40.666666666666664,310
40.75,315
40.833333333333336,310
40.916666666666664,309
41,315
41.083333333333336,315
41.166666666666664,315
41.25,309
41.333333333333336,312
41.416666666666664,312
41.5,308
41.583333333333336,311
41.666666666666664,312
41.75,313
41.833333333333336,315
41.916666666666664,312
42,315
42.083333333333336,311
42.166666666666664,312
42.25,315
42.333333333333336,314
42.416666666666664,312
42.5,312
42.583333333333336,311
42.666666666666664,312
42.75,310
42.833333333333336,308
42.916666666666664,315
43,311
43.083333333333336,312
43.166666666666664,309
43.25,314
43.333333333333336,311
43.416666666666664,315
43.5,314
43.583333333333336,316
43.666666666666664,309
43.75,311
43.833333333333336,314
43.916666666666664,313
44,315
44.083333333333336,311
44.166666666666664,313
44.25,310
44.333333333333336,309
44.416666666666664,312
44.5,313
44.583333333333336,315
44.666666666666664,312
44.75,315
44.833333333333336,309
44.916666666666664,311
45,310
45.083333333333336,311
45.166666666666664,312
45.25,310
45.333333333333336,314
45.416666666666664,314
45.5,312
45.583333333333336,312
45.666666666666664,316
45.75,312
45.833333333333336,311
45.916666666666664,315
46,315
46.083333333333336,313
46.166666666666664,311
46.25,312
46.333333333333336,316
46.416666666666664,309
46.5,309
46.583333333333336,313
46.666666666666664,311
46.75,312
46.833333333333336,309
46.916666666666664,310
47,312
47.083333333333336,312
47.166666666666664,310
47.25,317
47.333333333333336,310
47.416666666666664,311
47.5,314
47.583333333333336,312
47.666666666666664,311
47.75,310
47.833333333333336,314
47.916666666666664,313
