"Hours since thread went live","Karasu wa Aruji wo Erabanai • Yatagarasu: The Raven Does Not Choose Its Master - Episode 5 discussion"
23.083333333333332,152
23.166666666666668,154
23.25,153
23.333333333333332,150
23.416666666666668,152
23.5,156
23.583333333333332,158
23.666666666666668,156
23.75,155
23.833333333333332,158
23.916666666666668,156
24,157
24.083333333333332,157
24.166666666666668,156
24.25,154
24.333333333333332,158
24.416666666666668,157
24.5,158
24.583333333333332,159
24.666666666666668,156
24.75,154
24.833333333333332,154
24.916666666666668,154
25,159
25.083333333333332,157
25.166666666666668,156
25.25,154
25.333333333333332,157
25.416666666666668,156
25.5,161
25.583333333333332,158
25.666666666666668,158
25.75,160
25.833333333333332,161
25.916666666666668,157
26,159
26.083333333333332,157
26.166666666666668,159
26.25,159
26.333333333333332,159
26.416666666666668,161
26.5,160
26.583333333333332,159
26.666666666666668,157
26.75,160
26.833333333333332,161
26.916666666666668,158
27,160
27.083333333333332,162
27.166666666666668,160
27.25,159
27.333333333333332,161
27.416666666666668,164
27.5,161
27.583333333333332,162
27.666666666666668,164
27.75,165
27.833333333333332,162
27.916666666666668,164
28,162
28.083333333333332,164
28.166666666666668,166
28.25,162
28.333333333333332,162
28.416666666666668,162
28.5,160
28.583333333333332,163
28.666666666666668,165
28.75,164
28.833333333333332,164
28.916666666666668,166
29,165
29.083333333333332,164
29.166666666666668,167
29.25,161
29.333333333333332,162
29.416666666666668,166
29.5,167
29.583333333333332,166
29.666666666666668,164
29.75,169
29.833333333333332,166
29.916666666666668,166
30,165
30.083333333333332,167
30.166666666666668,167
30.25,167
30.333333333333332,163
30.416666666666668,166
30.5,170
30.583333333333332,169
30.666666666666668,166
30.75,165
30.833333333333332,166
30.916666666666668,166
31,169
31.083333333333332,168
31.166666666666668,169
31.25,170
31.333333333333332,167
31.416666666666668,169
31.5,168
31.583333333333332,166
31.666666666666668,168
31.75,166
31.833333333333332,167
31.916666666666668,166
32,168
32.083333333333336,168
32.166666666666664,169
32.25,169
32.333333333333336,169
32.416666666666664,168
32.5,168
32.583333333333336,168
32.666666666666664,170
32.75,171
32.833333333333336,171
32.916666666666664,170
33,171
33.083333333333336,170
33.166666666666664,172
33.25,169
33.333333333333336,167
33.416666666666664,171
33.5,168
33.583333333333336,169
33.666666666666664,170
33.75,172
33.833333333333336,171
33.916666666666664,173
34,173
34.083333333333336,174
34.166666666666664,171
34.25,177
34.333333333333336,176
34.416666666666664,174
34.5,171
34.583333333333336,176
34.666666666666664,177
34.75,172
34.833333333333336,174
34.916666666666664,174
35,174
35.083333333333336,176
35.166666666666664,171
35.25,175
35.333333333333336,175
35.416666666666664,176
35.5,177
35.583333333333336,172
35.666666666666664,176
35.75,177
35.833333333333336,171
35.916666666666664,174
36,179
36.083333333333336,176
36.166666666666664,174
36.25,175
36.333333333333336,172
36.416666666666664,172
36.5,174
36.583333333333336,173
36.666666666666664,174
36.75,179
36.833333333333336,173
36.916666666666664,175
37,177
37.083333333333336,174
37.166666666666664,179
37.25,175
37.333333333333336,176
37.416666666666664,175
37.5,178
37.583333333333336,176
37.666666666666664,176
37.75,172
37.833333333333336,178
37.916666666666664,174
38,173
38.083333333333336,174
38.166666666666664,174
38.25,177
38.333333333333336,172
38.416666666666664,179
38.5,179
38.583333333333336,174
38.666666666666664,175
38.75,172
38.833333333333336,175
38.916666666666664,175
39,178
39.083333333333336,176
39.166666666666664,176
39.25,178
39.333333333333336,179
39.416666666666664,177
39.5,174
39.583333333333336,179
39.666666666666664,179
39.75,173
39.833333333333336,177
39.916666666666664,180
40,176
40.083333333333336,177
40.166666666666664,175
40.25,176
40.333333333333336,176
40.416666666666664,180
40.5,177
40.583333333333336,178
40.666666666666664,178
40.75,176
40.833333333333336,179
40.916666666666664,178
41,176
41.083333333333336,177
41.166666666666664,176
41.25,176
41.333333333333336,177
41.416666666666664,174
41.5,180
41.583333333333336,176
41.666666666666664,175
41.75,179
41.833333333333336,181
41.916666666666664,177
42,176
42.083333333333336,175
42.166666666666664,176
42.25,176
42.333333333333336,179
42.416666666666664,177
42.5,178
42.583333333333336,179
42.666666666666664,180
42.75,180
42.833333333333336,180
42.916666666666664,180
43,178
43.083333333333336,178
43.166666666666664,181
43.25,179
43.333333333333336,184
43.416666666666664,181
43.5,182
43.583333333333336,177
43.666666666666664,184
43.75,182
43.833333333333336,176
43.916666666666664,178
44,177
44.083333333333336,177
44.166666666666664,178
44.25,181
44.333333333333336,178
44.416666666666664,179
44.5,181
44.583333333333336,178
44.666666666666664,183
44.75,183
44.833333333333336,178
44.916666666666664,181
45,181
45.083333333333336,182
45.166666666666664,180
45.25,181
45.333333333333336,180
45.416666666666664,181
45.5,180
45.583333333333336,176
45.666666666666664,178
45.75,178
45.833333333333336,179
45.916666666666664,176
46,184
46.083333333333336,182
46.166666666666664,180
46.25,178
46.333333333333336,182
46.416666666666664,182
46.5,178
46.583333333333336,180
46.666666666666664,179
46.75,182
46.833333333333336,186
46.916666666666664,184
47,182
47.083333333333336,184
47.166666666666664,182
47.25,183
47.333333333333336,179
47.416666666666664,182
47.5,183
47.583333333333336,181
47.666666666666664,186
47.75,180
47.833333333333336,180
47.916666666666664,180
