"Hours since thread went live","Sasayaku You ni Koi wo Utau • Whisper Me a Love Song - Episode 4 discussion"
14.416666666666666,526
14.5,530
14.583333333333334,528
14.666666666666666,530
14.75,532
14.833333333333334,536
14.916666666666666,531
15,537
15.083333333333334,537
15.166666666666666,537
15.25,535
15.333333333333334,544
15.416666666666666,548
15.5,546
15.583333333333334,547
15.666666666666666,544
15.75,546
15.833333333333334,542
15.916666666666666,549
16,547
16.083333333333332,550
16.166666666666668,551
16.25,555
16.333333333333332,553
16.416666666666668,550
16.5,554
16.583333333333332,556
16.666666666666668,553
16.75,559
16.833333333333332,553
16.916666666666668,558
17,562
17.083333333333332,563
17.166666666666668,552
17.25,558
17.333333333333332,559
17.416666666666668,562
17.5,560
17.583333333333332,562
17.666666666666668,563
17.75,568
17.833333333333332,572
17.916666666666668,567
18,563
18.083333333333332,573
18.166666666666668,569
18.25,569
18.333333333333332,572
18.416666666666668,571
18.5,567
18.583333333333332,570
18.666666666666668,575
18.75,579
18.833333333333332,581
18.916666666666668,578
19,578
19.083333333333332,583
19.166666666666668,583
19.25,577
19.333333333333332,584
19.416666666666668,580
19.5,576
19.583333333333332,589
19.666666666666668,582
19.75,581
19.833333333333332,590
19.916666666666668,594
20,592
20.083333333333332,596
20.166666666666668,593
20.25,590
20.333333333333332,591
20.416666666666668,596
20.5,596
20.583333333333332,600
20.666666666666668,596
20.75,599
20.833333333333332,596
20.916666666666668,599
21,594
21.083333333333332,594
21.166666666666668,598
21.25,599
21.333333333333332,603
21.416666666666668,604
21.5,603
21.583333333333332,601
21.666666666666668,605
21.75,601
21.833333333333332,600
21.916666666666668,602
22,604
22.083333333333332,606
22.166666666666668,610
22.25,608
22.333333333333332,607
22.416666666666668,604
22.5,612
22.583333333333332,607
22.666666666666668,609
22.75,607
22.833333333333332,612
22.916666666666668,606
23,614
23.083333333333332,606
23.166666666666668,610
23.25,608
23.333333333333332,611
23.416666666666668,610
23.5,609
23.583333333333332,612
23.666666666666668,608
23.75,614
23.833333333333332,611
23.916666666666668,614
24,617
24.083333333333332,611
24.166666666666668,614
24.25,617
24.333333333333332,617
24.416666666666668,614
24.5,621
24.583333333333332,622
24.666666666666668,613
24.75,616
24.833333333333332,619
24.916666666666668,619
25,620
25.083333333333332,617
25.166666666666668,623
25.25,616
25.333333333333332,621
25.416666666666668,620
25.5,620
25.583333333333332,616
25.666666666666668,617
25.75,628
25.833333333333332,622
25.916666666666668,627
26,622
26.083333333333332,618
26.166666666666668,626
26.25,623
26.333333333333332,627
26.416666666666668,631
26.5,629
26.583333333333332,633
26.666666666666668,626
26.75,628
26.833333333333332,627
26.916666666666668,628
27,624
27.083333333333332,629
27.166666666666668,631
27.25,630
27.333333333333332,627
27.416666666666668,635
27.5,630
27.583333333333332,627
27.666666666666668,632
27.75,631
27.833333333333332,638
27.916666666666668,635
28,631
28.083333333333332,635
28.166666666666668,633
28.25,634
28.333333333333332,636
28.416666666666668,640
28.5,639
28.583333333333332,639
28.666666666666668,637
28.75,639
28.833333333333332,647
28.916666666666668,645
29,644
29.083333333333332,642
29.166666666666668,637
29.25,638
29.333333333333332,639
29.416666666666668,638
29.5,638
29.583333333333332,641
29.666666666666668,638
29.75,645
29.833333333333332,641
29.916666666666668,645
30,640
30.083333333333332,643
30.166666666666668,648
30.25,640
30.333333333333332,646
30.416666666666668,640
30.5,646
30.583333333333332,646
30.666666666666668,649
30.75,647
30.833333333333332,639
30.916666666666668,646
31,646
31.083333333333332,650
31.166666666666668,645
31.25,646
31.333333333333332,652
31.416666666666668,641
31.5,651
31.583333333333332,643
31.666666666666668,653
31.75,649
31.833333333333332,650
31.916666666666668,647
32,648
32.083333333333336,647
32.166666666666664,647
32.25,650
32.333333333333336,653
32.416666666666664,651
32.5,658
32.583333333333336,657
32.666666666666664,657
32.75,653
32.833333333333336,652
32.916666666666664,657
33,652
33.083333333333336,656
33.166666666666664,660
33.25,656
33.333333333333336,660
33.416666666666664,656
33.5,654
33.583333333333336,660
33.666666666666664,657
33.75,653
33.833333333333336,656
33.916666666666664,655
34,654
34.083333333333336,652
34.166666666666664,655
34.25,658
34.333333333333336,655
34.416666666666664,651
34.5,653
34.583333333333336,654
34.666666666666664,659
34.75,660
34.833333333333336,656
34.916666666666664,657
35,657
35.083333333333336,656
35.166666666666664,656
35.25,655
35.333333333333336,655
35.416666666666664,656
35.5,656
35.583333333333336,666
35.666666666666664,660
35.75,655
35.833333333333336,660
35.916666666666664,659
36,657
36.083333333333336,660
36.166666666666664,654
36.25,658
36.333333333333336,659
36.416666666666664,660
36.5,663
36.583333333333336,659
36.666666666666664,663
36.75,658
36.833333333333336,658
36.916666666666664,660
37,659
37.083333333333336,659
37.166666666666664,664
37.25,657
37.333333333333336,659
37.416666666666664,664
37.5,659
37.583333333333336,660
37.666666666666664,662
37.75,660
37.833333333333336,663
37.916666666666664,665
38,661
38.083333333333336,661
38.166666666666664,663
38.25,660
38.333333333333336,664
38.416666666666664,665
38.5,662
38.583333333333336,657
38.666666666666664,663
38.75,663
38.833333333333336,667
38.916666666666664,658
39,662
39.083333333333336,665
39.166666666666664,665
39.25,661
39.333333333333336,663
39.416666666666664,668
39.5,663
39.583333333333336,663
39.666666666666664,668
39.75,666
39.833333333333336,664
39.916666666666664,663
40,665
40.083333333333336,671
40.166666666666664,662
40.25,666
40.333333333333336,669
40.416666666666664,670
40.5,671
40.583333333333336,670
40.666666666666664,667
40.75,666
40.833333333333336,670
40.916666666666664,669
41,671
41.083333333333336,664
41.166666666666664,665
41.25,669
41.333333333333336,667
41.416666666666664,668
41.5,671
41.583333333333336,662
41.666666666666664,668
41.75,672
41.833333333333336,668
41.916666666666664,668
42,674
42.083333333333336,674
42.166666666666664,667
42.25,666
42.333333333333336,672
42.416666666666664,672
42.5,668
42.583333333333336,669
42.666666666666664,668
42.75,670
42.833333333333336,668
42.916666666666664,667
43,669
43.083333333333336,671
43.166666666666664,670
43.25,665
43.333333333333336,668
43.416666666666664,667
43.5,671
43.583333333333336,668
43.666666666666664,671
43.75,671
43.833333333333336,673
43.916666666666664,676
44,670
44.083333333333336,669
44.166666666666664,674
44.25,668
44.333333333333336,675
44.416666666666664,673
44.5,668
44.583333333333336,666
44.666666666666664,670
44.75,671
44.833333333333336,672
44.916666666666664,671
45,670
45.083333333333336,673
45.166666666666664,673
45.25,671
45.333333333333336,666
45.416666666666664,671
45.5,668
45.583333333333336,676
45.666666666666664,669
45.75,670
45.833333333333336,671
45.916666666666664,676
46,673
46.083333333333336,673
46.166666666666664,678
46.25,674
46.333333333333336,668
46.416666666666664,672
46.5,677
46.583333333333336,678
46.666666666666664,675
46.75,676
46.833333333333336,677
46.916666666666664,669
47,673
47.083333333333336,669
47.166666666666664,670
47.25,674
47.333333333333336,679
47.416666666666664,676
47.5,677
47.583333333333336,674
47.666666666666664,679
47.75,672
47.833333333333336,670
47.916666666666664,674
