"Hours since thread went live","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e Season 3 • Classroom of the Elite Season 3 - Episode 11 discussion"
33.333333333333336,888
33.416666666666664,886
33.5,889
33.583333333333336,890
33.666666666666664,889
33.75,889
33.833333333333336,884
33.916666666666664,885
34,889
34.083333333333336,889
34.166666666666664,890
34.25,889
34.333333333333336,894
34.416666666666664,885
34.5,885
34.583333333333336,888
34.666666666666664,891
34.75,885
34.833333333333336,887
34.916666666666664,890
35,896
35.083333333333336,885
35.166666666666664,893
35.25,895
35.333333333333336,893
35.416666666666664,891
35.5,890
35.583333333333336,897
35.666666666666664,890
35.75,891
35.833333333333336,887
35.916666666666664,892
36,894
36.083333333333336,893
36.166666666666664,891
36.25,894
36.333333333333336,889
36.416666666666664,889
36.5,893
36.583333333333336,887
36.666666666666664,887
36.75,895
36.833333333333336,896
36.916666666666664,898
37,889
37.083333333333336,895
37.166666666666664,895
37.25,896
37.333333333333336,889
37.416666666666664,896
37.5,900
37.583333333333336,894
37.666666666666664,898
37.75,897
37.833333333333336,893
37.916666666666664,900
38,898
38.083333333333336,893
38.166666666666664,900
38.25,899
38.333333333333336,902
38.416666666666664,897
38.5,895
38.583333333333336,900
38.666666666666664,897
38.75,898
38.833333333333336,897
38.916666666666664,899
39,898
39.083333333333336,899
39.166666666666664,899
39.25,898
39.333333333333336,900
39.416666666666664,903
39.5,902
39.583333333333336,901
39.666666666666664,905
39.75,903
39.833333333333336,904
39.916666666666664,902
40,903
40.083333333333336,906
40.166666666666664,905
40.25,900
40.333333333333336,906
40.416666666666664,906
40.5,904
40.583333333333336,907
40.666666666666664,904
40.75,902
40.833333333333336,911
40.916666666666664,903
41,909
41.083333333333336,906
41.166666666666664,907
41.25,907
41.333333333333336,905
41.416666666666664,904
41.5,907
41.583333333333336,904
41.666666666666664,911
41.75,906
41.833333333333336,909
41.916666666666664,908
42,905
42.083333333333336,913
42.166666666666664,906
42.25,905
42.333333333333336,909
42.416666666666664,911
42.5,913
42.583333333333336,910
42.666666666666664,912
42.75,914
42.833333333333336,912
42.916666666666664,914
43,913
43.083333333333336,909
43.166666666666664,912
43.25,913
43.333333333333336,913
43.416666666666664,911
43.5,916
43.583333333333336,907
43.666666666666664,910
43.75,911
43.833333333333336,910
43.916666666666664,911
44,918
44.083333333333336,910
44.166666666666664,912
44.25,914
44.333333333333336,914
44.416666666666664,909
44.5,916
44.583333333333336,914
44.666666666666664,914
44.75,912
44.833333333333336,909
44.916666666666664,913
45,916
45.083333333333336,910
45.166666666666664,917
45.25,916
45.333333333333336,910
45.416666666666664,912
45.5,910
45.583333333333336,920
45.666666666666664,913
45.75,910
45.833333333333336,917
45.916666666666664,916
46,916
46.083333333333336,916
46.166666666666664,918
46.25,915
46.333333333333336,917
46.416666666666664,921
46.5,917
46.583333333333336,916
46.666666666666664,917
46.75,920
46.833333333333336,914
46.916666666666664,916
47,918
47.083333333333336,918
47.166666666666664,922
47.25,922
47.333333333333336,923
47.416666666666664,918
47.5,921
47.583333333333336,917
47.666666666666664,917
47.75,917
47.833333333333336,915
47.916666666666664,926
