"Hours since thread went live","Sentai Daishikkaku • Go! Go! Loser Ranger! - Episode 2 discussion"
42.916666666666664,1281
43,1275
43.083333333333336,1279
43.166666666666664,1281
43.25,1283
43.333333333333336,1278
43.416666666666664,1283
43.5,1279
43.583333333333336,1274
43.666666666666664,1282
43.75,1276
43.833333333333336,1281
43.916666666666664,1280
44,1287
44.083333333333336,1281
44.166666666666664,1281
44.25,1283
44.333333333333336,1283
44.416666666666664,1281
44.5,1283
44.583333333333336,1288
44.666666666666664,1281
44.75,1281
44.833333333333336,1287
44.916666666666664,1288
45,1284
45.083333333333336,1284
45.166666666666664,1279
45.25,1283
45.333333333333336,1286
45.416666666666664,1287
45.5,1289
45.583333333333336,1289
45.666666666666664,1290
45.75,1281
45.833333333333336,1280
45.916666666666664,1288
46,1287
46.083333333333336,1287
46.166666666666664,1285
46.25,1286
46.333333333333336,1289
46.416666666666664,1292
46.5,1289
46.583333333333336,1288
46.666666666666664,1291
46.75,1286
46.833333333333336,1290
46.916666666666664,1289
47,1295
47.083333333333336,1297
47.166666666666664,1285
47.25,1288
47.333333333333336,1286
47.416666666666664,1285
47.5,1297
47.583333333333336,1289
47.666666666666664,1296
47.75,1290
47.833333333333336,1295
47.916666666666664,1290
