"Hours since thread went live","Chibi Godzilla no Gyakushuu Season 2 • Chibi Godzilla Raids Again Season 2 - Episode 2 discussion"
38.916666666666664,11
39,11
39.083333333333336,10
39.166666666666664,9
39.25,11
39.333333333333336,10
39.416666666666664,10
39.5,11
39.583333333333336,9
39.666666666666664,12
39.75,12
39.833333333333336,8
39.916666666666664,8
40,8
40.083333333333336,9
40.166666666666664,10
40.25,9
40.333333333333336,8
40.416666666666664,10
40.5,12
40.583333333333336,10
40.666666666666664,10
40.75,9
40.833333333333336,11
40.916666666666664,10
41,12
41.083333333333336,11
41.166666666666664,10
41.25,9
41.333333333333336,10
41.416666666666664,10
41.5,11
41.583333333333336,10
41.666666666666664,10
41.75,8
41.833333333333336,12
41.916666666666664,10
42,10
42.083333333333336,8
42.166666666666664,10
42.25,11
42.333333333333336,8
42.416666666666664,9
42.5,9
42.583333333333336,10
42.666666666666664,12
42.75,9
42.833333333333336,10
42.916666666666664,9
43,12
43.083333333333336,9
43.166666666666664,9
43.25,12
43.333333333333336,10
43.416666666666664,9
43.5,9
43.583333333333336,10
43.666666666666664,8
43.75,10
43.833333333333336,10
43.916666666666664,10
44,9
44.083333333333336,10
44.166666666666664,12
44.25,12
44.333333333333336,10
44.416666666666664,10
44.5,11
44.583333333333336,10
44.666666666666664,11
44.75,12
44.833333333333336,8
44.916666666666664,8
45,11
45.083333333333336,12
45.166666666666664,8
45.25,11
45.333333333333336,11
45.416666666666664,12
45.5,10
45.583333333333336,11
45.666666666666664,9
45.75,10
45.833333333333336,8
45.916666666666664,11
46,11
46.083333333333336,10
46.166666666666664,9
46.25,10
46.333333333333336,11
46.416666666666664,13
46.5,9
46.583333333333336,11
46.666666666666664,12
46.75,11
46.833333333333336,9
46.916666666666664,10
47,11
47.083333333333336,10
47.166666666666664,13
47.25,13
47.333333333333336,11
47.416666666666664,11
47.5,12
47.583333333333336,12
47.666666666666664,11
47.75,12
47.833333333333336,11
47.916666666666664,11
