"Hours since thread went live","Dosanko Gal wa Namara Menkoi • Hokkaido Gals Are Super Adorable! - Episode 10 discussion"
23.083333333333332,291
23.166666666666668,286
23.25,286
23.333333333333332,288
23.416666666666668,288
23.5,288
23.583333333333332,293
23.666666666666668,289
23.75,287
23.833333333333332,289
23.916666666666668,288
24,290
24.083333333333332,289
24.166666666666668,291
24.25,292
24.333333333333332,293
24.416666666666668,289
24.5,291
24.583333333333332,292
24.666666666666668,292
24.75,290
24.833333333333332,293
24.916666666666668,290
25,290
25.083333333333332,294
25.166666666666668,292
25.25,291
25.333333333333332,292
25.416666666666668,294
25.5,295
25.583333333333332,296
25.666666666666668,289
25.75,290
25.833333333333332,292
25.916666666666668,290
26,294
26.083333333333332,293
26.166666666666668,296
26.25,293
26.333333333333332,296
26.416666666666668,290
26.5,290
26.583333333333332,291
26.666666666666668,289
26.75,293
26.833333333333332,291
26.916666666666668,292
27,288
27.083333333333332,288
27.166666666666668,291
27.25,289
27.333333333333332,295
27.416666666666668,289
27.5,295
27.583333333333332,291
27.666666666666668,291
27.75,292
27.833333333333332,289
27.916666666666668,293
28,295
28.083333333333332,297
28.166666666666668,297
28.25,298
28.333333333333332,296
28.416666666666668,294
28.5,292
28.583333333333332,294
28.666666666666668,293
28.75,294
28.833333333333332,294
28.916666666666668,293
29,294
29.083333333333332,297
29.166666666666668,293
29.25,294
29.333333333333332,292
29.416666666666668,295
29.5,298
29.583333333333332,293
29.666666666666668,298
29.75,295
29.833333333333332,294
29.916666666666668,297
30,296
30.083333333333332,294
30.166666666666668,293
30.25,294
30.333333333333332,290
30.416666666666668,295
30.5,294
30.583333333333332,294
30.666666666666668,295
30.75,296
30.833333333333332,299
30.916666666666668,297
31,292
31.083333333333332,297
31.166666666666668,294
31.25,295
31.333333333333332,295
31.416666666666668,296
31.5,297
31.583333333333332,296
31.666666666666668,295
31.75,296
31.833333333333332,294
31.916666666666668,300
32,299
32.083333333333336,294
32.166666666666664,296
32.25,293
32.333333333333336,299
32.416666666666664,297
32.5,301
32.583333333333336,294
32.666666666666664,295
32.75,296
32.833333333333336,296
32.916666666666664,299
33,297
33.083333333333336,297
33.166666666666664,297
33.25,296
33.333333333333336,303
33.416666666666664,297
33.5,304
33.583333333333336,302
33.666666666666664,302
33.75,300
33.833333333333336,302
33.916666666666664,300
34,301
34.083333333333336,304
34.166666666666664,301
34.25,302
34.333333333333336,301
34.416666666666664,305
34.5,303
34.583333333333336,304
34.666666666666664,302
34.75,301
34.833333333333336,302
34.916666666666664,302
35,300
35.083333333333336,303
35.166666666666664,304
35.25,303
35.333333333333336,302
35.416666666666664,298
35.5,301
35.583333333333336,299
35.666666666666664,300
35.75,301
35.833333333333336,304
35.916666666666664,302
36,299
36.083333333333336,304
36.166666666666664,304
36.25,303
36.333333333333336,301
36.416666666666664,304
36.5,299
36.583333333333336,305
36.666666666666664,299
36.75,300
36.833333333333336,301
36.916666666666664,302
37,299
37.083333333333336,302
37.166666666666664,303
37.25,301
37.333333333333336,302
37.416666666666664,304
37.5,300
37.583333333333336,300
37.666666666666664,303
37.75,303
37.833333333333336,303
37.916666666666664,304
38,303
38.083333333333336,302
38.166666666666664,303
38.25,299
38.333333333333336,302
38.416666666666664,299
38.5,305
38.583333333333336,300
38.666666666666664,302
38.75,304
38.833333333333336,304
38.916666666666664,303
39,304
39.083333333333336,302
39.166666666666664,305
39.25,301
39.333333333333336,302
39.416666666666664,300
39.5,300
39.583333333333336,306
39.666666666666664,303
39.75,303
39.833333333333336,302
39.916666666666664,304
40,303
40.083333333333336,299
40.166666666666664,300
40.25,305
40.333333333333336,304
40.416666666666664,304
40.5,300
40.583333333333336,304
40.666666666666664,306
40.75,301
40.833333333333336,300
40.916666666666664,302
41,305
41.083333333333336,305
41.166666666666664,302
41.25,306
41.333333333333336,302
41.416666666666664,301
41.5,302
41.583333333333336,301
41.666666666666664,301
41.75,303
41.833333333333336,303
41.916666666666664,304
42,300
42.083333333333336,302
42.166666666666664,306
42.25,300
42.333333333333336,303
42.416666666666664,302
42.5,307
42.583333333333336,302
42.666666666666664,303
42.75,303
42.833333333333336,304
42.916666666666664,303
43,301
43.083333333333336,301
43.166666666666664,305
43.25,304
43.333333333333336,303
43.416666666666664,299
43.5,301
43.583333333333336,303
43.666666666666664,304
43.75,305
43.833333333333336,307
43.916666666666664,300
44,303
44.083333333333336,302
44.166666666666664,306
44.25,305
44.333333333333336,307
44.416666666666664,306
44.5,300
44.583333333333336,300
44.666666666666664,302
44.75,302
44.833333333333336,300
44.916666666666664,304
45,304
45.083333333333336,303
45.166666666666664,306
45.25,304
45.333333333333336,303
45.416666666666664,301
45.5,302
45.583333333333336,301
45.666666666666664,304
45.75,304
45.833333333333336,303
45.916666666666664,301
46,303
46.083333333333336,303
46.166666666666664,302
46.25,299
46.333333333333336,303
46.416666666666664,303
46.5,305
46.583333333333336,305
46.666666666666664,301
46.75,308
46.833333333333336,308
46.916666666666664,305
47,304
47.083333333333336,304
47.166666666666664,301
47.25,307
47.333333333333336,306
47.416666666666664,306
47.5,302
47.583333333333336,301
47.666666666666664,304
47.75,301
47.833333333333336,302
47.916666666666664,303
