"Hours since thread went live","Majo to Yajuu • The Witch and the Beast - Episode 11 discussion"
43.666666666666664,289
43.75,293
43.833333333333336,291
43.916666666666664,292
44,292
44.083333333333336,289
44.166666666666664,290
44.25,290
44.333333333333336,293
44.416666666666664,293
44.5,289
44.583333333333336,291
44.666666666666664,291
44.75,291
44.833333333333336,288
44.916666666666664,291
45,290
45.083333333333336,293
45.166666666666664,290
45.25,292
45.333333333333336,294
45.416666666666664,292
45.5,295
45.583333333333336,290
45.666666666666664,294
45.75,292
45.833333333333336,291
45.916666666666664,290
46,292
46.083333333333336,290
46.166666666666664,292
46.25,292
46.333333333333336,292
46.416666666666664,292
46.5,292
46.583333333333336,291
46.666666666666664,295
46.75,291
46.833333333333336,292
46.916666666666664,293
47,294
47.083333333333336,294
47.166666666666664,290
47.25,293
47.333333333333336,293
47.416666666666664,297
47.5,291
47.583333333333336,294
47.666666666666664,294
47.75,293
47.833333333333336,297
47.916666666666664,295
