"Hours since thread went live","Isekai de Mofumofu Nadenade suru Tame ni Ganbattemasu. • Fluffy Paradise - Episode 9 discussion"
11.25,91
11.333333333333334,91
11.416666666666666,91
11.5,88
11.583333333333334,86
11.666666666666666,93
11.75,91
11.833333333333334,90
11.916666666666666,93
12,96
12.083333333333334,95
12.166666666666666,95
12.25,94
12.333333333333334,94
12.416666666666666,95
12.5,94
12.583333333333334,96
12.666666666666666,97
12.75,94
12.833333333333334,99
12.916666666666666,94
13,99
13.083333333333334,104
13.166666666666666,101
13.25,100
13.333333333333334,97
13.416666666666666,103
13.5,105
13.583333333333334,101
13.666666666666666,102
13.75,99
13.833333333333334,103
13.916666666666666,102
14,101
14.083333333333334,97
14.166666666666666,99
14.25,100
14.333333333333334,100
14.416666666666666,103
14.5,100
14.583333333333334,99
14.666666666666666,100
14.75,99
14.833333333333334,105
14.916666666666666,104
15,105
15.083333333333334,108
15.166666666666666,104
15.25,106
15.333333333333334,104
15.416666666666666,104
15.5,103
15.583333333333334,106
15.666666666666666,104
15.75,109
15.833333333333334,109
15.916666666666666,102
16,103
16.083333333333332,103
16.166666666666668,105
16.25,109
16.333333333333332,107
16.416666666666668,102
16.5,104
16.583333333333332,109
16.666666666666668,107
16.75,103
16.833333333333332,106
16.916666666666668,106
17,107
17.083333333333332,104
17.166666666666668,106
17.25,105
17.333333333333332,108
17.416666666666668,108
17.5,109
17.583333333333332,103
17.666666666666668,103
17.75,103
17.833333333333332,105
17.916666666666668,107
18,107
18.083333333333332,104
18.166666666666668,107
18.25,103
18.333333333333332,104
18.416666666666668,109
18.5,107
18.583333333333332,107
18.666666666666668,110
18.75,108
18.833333333333332,108
18.916666666666668,108
19,109
19.083333333333332,112
19.166666666666668,106
19.25,112
19.333333333333332,105
19.416666666666668,108
19.5,112
19.583333333333332,108
19.666666666666668,112
19.75,111
19.833333333333332,112
19.916666666666668,105
20,108
20.083333333333332,109
20.166666666666668,109
20.25,107
20.333333333333332,108
20.416666666666668,105
20.5,107
20.583333333333332,108
20.666666666666668,112
20.75,109
20.833333333333332,113
20.916666666666668,107
21,108
21.083333333333332,109
21.166666666666668,108
21.25,112
21.333333333333332,109
21.416666666666668,113
21.5,111
21.583333333333332,109
21.666666666666668,111
21.75,107
21.833333333333332,109
21.916666666666668,108
22,112
22.083333333333332,109
22.166666666666668,110
22.25,109
22.333333333333332,109
22.416666666666668,107
22.5,112
22.583333333333332,112
22.666666666666668,109
22.75,114
22.833333333333332,112
22.916666666666668,113
23,110
23.083333333333332,109
23.166666666666668,111
23.25,114
23.333333333333332,114
23.416666666666668,112
23.5,111
23.583333333333332,111
23.666666666666668,111
23.75,111
23.833333333333332,110
23.916666666666668,110
24,112
24.083333333333332,115
24.166666666666668,112
24.25,113
24.333333333333332,112
24.416666666666668,115
24.5,114
24.583333333333332,111
24.666666666666668,111
24.75,110
24.833333333333332,111
24.916666666666668,109
25,109
25.083333333333332,111
25.166666666666668,112
25.25,114
25.333333333333332,114
25.416666666666668,113
25.5,113
25.583333333333332,112
25.666666666666668,112
25.75,115
25.833333333333332,111
25.916666666666668,110
26,112
26.083333333333332,108
26.166666666666668,111
26.25,114
26.333333333333332,110
26.416666666666668,115
26.5,110
26.583333333333332,115
26.666666666666668,112
26.75,112
26.833333333333332,110
26.916666666666668,112
27,111
27.083333333333332,114
27.166666666666668,114
27.25,112
27.333333333333332,112
27.416666666666668,111
27.5,113
27.583333333333332,110
27.666666666666668,109
27.75,114
27.833333333333332,112
27.916666666666668,108
28,111
28.083333333333332,111
28.166666666666668,115
28.333333333333332,114
28.5,112
28.583333333333332,112
28.666666666666668,113
28.75,115
28.833333333333332,114
28.916666666666668,113
29,113
29.083333333333332,114
29.166666666666668,110
29.25,114
29.333333333333332,118
29.416666666666668,113
29.5,113
29.583333333333332,110
29.666666666666668,114
29.75,112
29.833333333333332,118
29.916666666666668,116
30,111
30.083333333333332,117
30.166666666666668,115
30.25,118
30.333333333333332,113
30.416666666666668,119
30.5,117
30.583333333333332,117
30.666666666666668,113
30.75,115
30.833333333333332,118
30.916666666666668,114
31,117
31.083333333333332,119
31.166666666666668,120
31.25,120
31.333333333333332,119
31.416666666666668,115
31.5,113
31.583333333333332,117
31.666666666666668,119
31.75,119
31.833333333333332,119
31.916666666666668,119
32,115
32.083333333333336,114
32.166666666666664,117
32.25,115
32.333333333333336,120
32.416666666666664,117
32.5,116
32.583333333333336,113
32.666666666666664,118
32.75,117
32.833333333333336,118
32.916666666666664,113
33,121
33.083333333333336,120
33.166666666666664,118
33.25,121
33.333333333333336,119
33.416666666666664,118
33.5,121
33.583333333333336,118
33.666666666666664,118
33.75,121
33.833333333333336,120
33.916666666666664,120
34,120
34.083333333333336,119
34.166666666666664,120
34.25,115
34.333333333333336,116
34.416666666666664,118
34.5,122
34.583333333333336,121
34.666666666666664,116
34.75,122
34.833333333333336,120
34.916666666666664,120
35,118
35.083333333333336,119
35.166666666666664,118
35.25,120
35.333333333333336,120
35.416666666666664,119
35.5,117
35.583333333333336,122
35.666666666666664,116
35.75,118
35.833333333333336,119
35.916666666666664,118
36,121
36.083333333333336,119
36.166666666666664,122
36.25,119
36.333333333333336,121
36.416666666666664,117
36.5,119
36.583333333333336,115
36.666666666666664,119
36.75,120
36.833333333333336,122
36.916666666666664,121
37,121
37.083333333333336,121
37.166666666666664,116
37.25,115
37.333333333333336,120
37.416666666666664,117
37.5,118
37.583333333333336,118
37.666666666666664,119
37.75,118
37.833333333333336,121
37.916666666666664,118
38,119
38.083333333333336,120
38.166666666666664,120
38.25,119
38.333333333333336,118
38.416666666666664,119
38.5,119
38.583333333333336,120
38.666666666666664,120
38.75,120
38.833333333333336,119
38.916666666666664,119
39,119
39.083333333333336,119
39.166666666666664,119
39.25,121
39.333333333333336,121
39.416666666666664,118
39.5,121
39.583333333333336,116
39.666666666666664,119
39.75,120
39.833333333333336,119
39.916666666666664,121
40,120
40.083333333333336,117
40.166666666666664,119
40.25,121
40.333333333333336,121
40.416666666666664,122
40.5,122
40.583333333333336,120
40.666666666666664,121
40.75,123
40.833333333333336,121
40.916666666666664,124
41,121
41.083333333333336,119
41.166666666666664,121
41.25,122
41.333333333333336,121
41.416666666666664,118
41.5,122
41.583333333333336,124
41.666666666666664,122
41.75,121
41.833333333333336,119
41.916666666666664,121
42,122
42.083333333333336,125
42.166666666666664,121
42.25,121
42.333333333333336,119
42.416666666666664,121
42.5,120
42.583333333333336,118
42.666666666666664,120
42.75,119
42.833333333333336,121
42.916666666666664,119
43,117
43.083333333333336,119
43.166666666666664,124
43.25,123
43.333333333333336,125
43.416666666666664,121
43.5,120
43.583333333333336,122
43.666666666666664,123
43.75,118
43.833333333333336,120
43.916666666666664,122
44,124
44.083333333333336,123
44.166666666666664,118
44.25,125
44.333333333333336,120
44.416666666666664,122
44.5,122
44.583333333333336,121
44.666666666666664,119
44.75,124
44.833333333333336,119
44.916666666666664,121
45,119
45.083333333333336,118
45.166666666666664,120
45.25,119
45.333333333333336,122
45.416666666666664,125
45.5,123
45.583333333333336,122
45.666666666666664,124
45.75,124
45.833333333333336,123
45.916666666666664,122
46,119
46.083333333333336,121
46.166666666666664,121
46.25,125
46.333333333333336,117
46.416666666666664,119
46.5,124
46.583333333333336,121
46.666666666666664,120
46.75,118
46.833333333333336,122
46.916666666666664,119
47,120
47.083333333333336,124
47.166666666666664,120
47.25,119
47.333333333333336,121
47.416666666666664,118
47.5,124
47.583333333333336,123
47.666666666666664,120
47.75,123
47.833333333333336,120
47.916666666666664,120
