"Hours since thread went live","Mahouka Koukou no Rettousei Season 3 • The Irregular at Magic High School Season 3 - Episode 9 discussion"
24.083333333333332,305
24.166666666666668,304
24.25,299
24.333333333333332,302
24.416666666666668,305
24.5,301
24.583333333333332,305
24.666666666666668,301
24.75,303
24.833333333333332,302
24.916666666666668,303
25,305
25.083333333333332,302
25.166666666666668,303
25.25,304
25.333333333333332,302
25.416666666666668,302
25.5,300
25.583333333333332,300
25.666666666666668,307
25.75,301
25.833333333333332,304
25.916666666666668,302
26,302
26.083333333333332,301
26.166666666666668,307
26.25,309
26.333333333333332,308
26.416666666666668,302
26.5,305
26.583333333333332,308
26.666666666666668,306
26.75,311
26.833333333333332,311
26.916666666666668,308
27,305
27.083333333333332,312
27.166666666666668,310
27.25,310
27.333333333333332,303
27.416666666666668,308
27.5,310
27.583333333333332,307
27.666666666666668,307
27.75,315
27.833333333333332,312
27.916666666666668,309
28,306
28.083333333333332,307
28.166666666666668,309
28.25,316
28.333333333333332,312
28.416666666666668,315
28.5,312
28.583333333333332,315
28.666666666666668,313
28.75,306
28.833333333333332,308
28.916666666666668,310
29,310
29.083333333333332,312
29.166666666666668,306
29.25,313
29.333333333333332,314
29.416666666666668,313
29.5,313
29.583333333333332,309
29.666666666666668,314
29.75,314
29.833333333333332,315
29.916666666666668,315
30,315
30.083333333333332,310
30.166666666666668,312
30.25,317
30.333333333333332,310
30.416666666666668,312
30.5,317
30.583333333333332,319
30.666666666666668,312
30.75,315
30.833333333333332,316
30.916666666666668,314
31,313
31.083333333333332,310
31.166666666666668,310
31.25,311
31.333333333333332,317
31.416666666666668,317
31.5,316
31.583333333333332,310
31.666666666666668,312
31.75,316
31.833333333333332,315
31.916666666666668,319
32,316
32.083333333333336,317
32.166666666666664,317
32.25,320
32.333333333333336,317
32.416666666666664,318
32.5,320
32.583333333333336,324
32.666666666666664,322
32.75,319
32.833333333333336,317
32.916666666666664,321
33,317
33.083333333333336,322
33.166666666666664,320
33.25,316
33.333333333333336,319
33.416666666666664,314
33.5,322
33.583333333333336,319
33.666666666666664,320
33.75,325
33.833333333333336,317
33.916666666666664,318
34,321
34.083333333333336,319
34.166666666666664,321
34.25,317
34.333333333333336,315
34.416666666666664,321
34.5,323
34.583333333333336,317
34.666666666666664,317
34.75,323
34.833333333333336,325
34.916666666666664,320
35,321
35.083333333333336,319
35.166666666666664,320
35.25,322
35.333333333333336,324
35.416666666666664,320
35.5,321
35.583333333333336,321
35.666666666666664,316
35.75,317
35.833333333333336,320
35.916666666666664,315
36,326
36.083333333333336,324
36.166666666666664,319
36.25,327
36.333333333333336,324
36.416666666666664,325
36.5,322
36.583333333333336,322
36.666666666666664,323
36.75,326
36.833333333333336,316
36.916666666666664,320
37,325
37.083333333333336,323
37.166666666666664,324
37.25,320
37.333333333333336,327
37.416666666666664,325
37.5,321
37.583333333333336,321
37.666666666666664,327
37.75,322
37.833333333333336,324
37.916666666666664,324
38,320
38.083333333333336,328
38.166666666666664,318
38.25,318
38.333333333333336,320
38.416666666666664,322
38.5,320
38.583333333333336,319
38.666666666666664,322
38.75,324
38.833333333333336,327
38.916666666666664,319
39,323
39.083333333333336,322
39.166666666666664,327
39.25,323
39.333333333333336,324
39.416666666666664,321
39.5,323
39.583333333333336,322
39.666666666666664,325
39.75,321
39.833333333333336,324
39.916666666666664,328
40,326
40.083333333333336,325
40.166666666666664,330
40.25,320
40.333333333333336,328
40.416666666666664,325
40.5,323
40.583333333333336,320
40.666666666666664,324
40.75,324
40.833333333333336,323
40.916666666666664,326
41,325
41.083333333333336,327
41.166666666666664,329
41.25,325
41.333333333333336,326
41.416666666666664,326
41.5,324
41.583333333333336,325
41.666666666666664,328
41.75,330
41.833333333333336,324
41.916666666666664,324
42,330
42.083333333333336,329
42.166666666666664,327
42.25,325
42.333333333333336,333
42.416666666666664,325
42.5,334
42.583333333333336,327
42.666666666666664,328
42.75,328
42.833333333333336,334
42.916666666666664,330
43,334
43.083333333333336,330
43.166666666666664,330
43.25,330
43.333333333333336,328
43.416666666666664,330
43.5,334
43.583333333333336,324
43.666666666666664,333
43.75,326
43.833333333333336,330
43.916666666666664,328
44,330
44.083333333333336,329
44.166666666666664,329
44.25,323
44.333333333333336,328
44.416666666666664,331
44.5,330
44.583333333333336,328
44.666666666666664,324
44.75,332
44.833333333333336,329
44.916666666666664,333
45,330
45.083333333333336,329
45.166666666666664,333
45.25,334
45.333333333333336,328
45.416666666666664,328
45.5,331
45.583333333333336,332
45.666666666666664,336
45.75,329
45.833333333333336,334
45.916666666666664,333
46,327
46.083333333333336,326
46.166666666666664,332
46.25,332
46.333333333333336,327
46.416666666666664,329
46.5,329
46.583333333333336,328
46.666666666666664,332
46.75,328
46.833333333333336,331
46.916666666666664,327
47,333
47.083333333333336,329
47.166666666666664,330
47.25,331
47.333333333333336,332
47.416666666666664,331
47.5,330
47.583333333333336,329
47.666666666666664,331
47.75,330
47.833333333333336,327
47.916666666666664,333
