"Hours since thread went live","Pon no Michi • The Way of Pon - Episode 9 discussion"
39.166666666666664,43
39.25,40
39.333333333333336,40
39.416666666666664,42
39.5,39
39.583333333333336,41
39.666666666666664,44
39.75,44
39.833333333333336,44
39.916666666666664,41
40,40
40.083333333333336,43
40.166666666666664,44
40.25,40
40.333333333333336,45
40.416666666666664,41
40.5,41
40.583333333333336,42
40.666666666666664,43
40.75,40
40.833333333333336,39
40.916666666666664,42
41,38
41.083333333333336,42
41.166666666666664,44
41.25,38
41.333333333333336,40
41.416666666666664,44
41.5,40
41.583333333333336,39
41.666666666666664,43
41.75,42
41.833333333333336,44
41.916666666666664,39
42,42
42.083333333333336,45
42.166666666666664,37
42.25,40
42.333333333333336,41
42.416666666666664,40
42.5,41
42.583333333333336,39
42.666666666666664,43
42.75,41
42.833333333333336,41
42.916666666666664,43
43,40
43.083333333333336,41
43.166666666666664,39
43.25,41
43.333333333333336,41
43.416666666666664,41
43.5,43
43.583333333333336,44
43.666666666666664,38
43.75,41
43.833333333333336,42
43.916666666666664,42
44,44
44.083333333333336,38
44.166666666666664,44
44.25,37
44.333333333333336,39
44.416666666666664,39
44.5,39
44.583333333333336,44
44.666666666666664,42
44.75,39
44.833333333333336,42
44.916666666666664,41
45,42
45.083333333333336,38
45.166666666666664,40
45.25,43
45.333333333333336,41
45.416666666666664,39
45.5,40
45.583333333333336,41
45.666666666666664,44
45.75,40
45.833333333333336,40
45.916666666666664,41
46,44
46.083333333333336,41
46.166666666666664,40
46.25,38
46.333333333333336,42
46.416666666666664,42
46.5,39
46.583333333333336,41
46.666666666666664,39
46.75,42
46.833333333333336,41
46.916666666666664,40
47,41
47.083333333333336,39
47.166666666666664,41
47.25,45
47.333333333333336,41
47.416666666666664,39
47.5,39
47.583333333333336,41
47.666666666666664,39
47.75,41
47.833333333333336,39
47.916666666666664,39
