"Hours since thread went live","Chibi Godzilla no Gyakushuu Season 2 • Chibi Godzilla Raids Again Season 2 - Episode 1 discussion"
33.5,26
33.583333333333336,24
33.666666666666664,30
33.75,27
33.833333333333336,25
33.916666666666664,26
34,30
34.083333333333336,32
34.166666666666664,28
34.25,27
34.333333333333336,28
34.416666666666664,29
34.5,28
34.583333333333336,31
34.666666666666664,28
34.75,29
34.833333333333336,30
34.916666666666664,31
35,28
35.083333333333336,28
35.166666666666664,27
35.25,27
35.333333333333336,31
35.416666666666664,32
35.5,27
35.583333333333336,28
35.666666666666664,27
35.75,29
35.833333333333336,27
35.916666666666664,30
36,31
36.083333333333336,28
36.166666666666664,29
36.25,28
36.333333333333336,30
36.416666666666664,30
36.5,27
36.583333333333336,26
36.666666666666664,27
36.75,31
36.833333333333336,26
36.916666666666664,28
37,31
37.083333333333336,26
37.166666666666664,27
37.25,32
37.333333333333336,32
37.416666666666664,32
37.5,33
37.583333333333336,28
37.666666666666664,26
37.75,28
37.833333333333336,30
37.916666666666664,28
38,30
38.083333333333336,30
38.166666666666664,28
38.25,28
38.333333333333336,32
38.416666666666664,28
38.5,29
38.583333333333336,31
38.666666666666664,28
38.75,31
38.833333333333336,28
38.916666666666664,28
39,29
39.083333333333336,25
39.166666666666664,32
39.25,32
39.333333333333336,28
39.416666666666664,28
39.5,32
39.583333333333336,29
39.666666666666664,32
39.75,29
39.833333333333336,30
39.916666666666664,30
40,28
40.083333333333336,29
40.166666666666664,29
40.25,25
40.333333333333336,25
40.416666666666664,28
40.5,31
40.583333333333336,33
40.666666666666664,29
40.75,25
40.833333333333336,29
40.916666666666664,28
41,29
41.083333333333336,32
41.166666666666664,31
41.25,27
41.333333333333336,28
41.416666666666664,30
41.5,31
41.583333333333336,32
41.666666666666664,28
41.75,31
41.833333333333336,30
41.916666666666664,33
42,27
42.083333333333336,29
42.166666666666664,28
42.25,29
42.333333333333336,26
42.416666666666664,27
42.5,31
42.583333333333336,30
42.666666666666664,29
42.75,31
42.833333333333336,27
42.916666666666664,27
43,29
43.083333333333336,28
43.166666666666664,27
43.25,31
43.333333333333336,25
43.416666666666664,27
43.5,26
43.583333333333336,27
43.666666666666664,29
43.75,27
43.833333333333336,26
43.916666666666664,32
44,31
44.083333333333336,30
44.166666666666664,29
44.25,32
44.333333333333336,31
44.416666666666664,27
44.5,30
44.583333333333336,30
44.666666666666664,28
44.75,33
44.833333333333336,33
44.916666666666664,30
45,25
45.083333333333336,29
45.166666666666664,29
45.25,28
45.333333333333336,27
45.416666666666664,27
45.5,28
45.583333333333336,33
45.666666666666664,25
45.75,30
45.833333333333336,31
45.916666666666664,29
46,30
46.083333333333336,30
46.166666666666664,28
46.25,27
46.333333333333336,32
46.416666666666664,26
46.5,32
46.583333333333336,29
46.666666666666664,30
46.75,30
46.833333333333336,28
46.916666666666664,29
47,29
47.083333333333336,30
47.166666666666664,30
47.25,32
47.333333333333336,30
47.416666666666664,28
47.5,31
47.583333333333336,30
47.666666666666664,31
47.75,32
47.833333333333336,26
47.916666666666664,28
