"Hours since thread went live","Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu • I Was Reincarnated as the 7th Prince so I Can Take My Time Perfecting My Magical Ability - Episode 7 discussion"
38.5,826
38.583333333333336,822
38.666666666666664,826
38.75,828
38.833333333333336,825
38.916666666666664,830
39,828
39.083333333333336,834
39.166666666666664,830
39.25,831
39.333333333333336,828
39.416666666666664,830
39.5,828
39.583333333333336,824
39.666666666666664,829
39.75,826
39.833333333333336,825
39.916666666666664,828
40,825
40.083333333333336,832
40.166666666666664,829
40.25,832
40.333333333333336,835
40.416666666666664,828
40.5,828
40.583333333333336,829
40.666666666666664,823
40.75,829
40.833333333333336,825
40.916666666666664,829
41,835
41.083333333333336,831
41.166666666666664,830
41.25,827
41.333333333333336,831
41.416666666666664,825
41.5,825
41.583333333333336,833
41.666666666666664,830
41.75,827
41.833333333333336,828
41.916666666666664,834
42,832
42.083333333333336,834
42.166666666666664,827
42.25,828
42.333333333333336,829
42.416666666666664,835
42.5,828
42.583333333333336,825
42.666666666666664,832
42.75,828
42.833333333333336,830
42.916666666666664,826
43,831
43.083333333333336,831
43.166666666666664,833
43.25,827
43.333333333333336,836
43.416666666666664,833
43.5,830
43.583333333333336,827
43.666666666666664,836
43.75,828
43.833333333333336,827
43.916666666666664,832
44,827
44.083333333333336,828
44.166666666666664,828
44.25,830
44.333333333333336,832
44.416666666666664,829
44.5,834
44.583333333333336,827
44.666666666666664,831
44.75,830
44.833333333333336,831
44.916666666666664,828
45,832
45.083333333333336,830
45.166666666666664,836
45.25,830
45.333333333333336,833
45.416666666666664,832
45.5,833
45.583333333333336,830
45.666666666666664,826
45.75,830
45.833333333333336,836
45.916666666666664,831
46,830
46.083333333333336,830
46.166666666666664,831
46.25,833
46.333333333333336,833
46.416666666666664,831
46.5,834
46.583333333333336,831
46.666666666666664,833
46.75,835
46.833333333333336,829
46.916666666666664,835
47,832
47.083333333333336,833
47.166666666666664,832
47.25,836
47.333333333333336,834
47.416666666666664,829
47.5,832
47.583333333333336,836
47.666666666666664,830
47.75,837
47.833333333333336,835
47.916666666666664,833
