"Hours since thread went live","Majo to Yajuu • The Witch and the Beast - Episode 7 discussion"
33.583333333333336,324
33.666666666666664,328
33.75,325
33.833333333333336,324
33.916666666666664,322
34,327
34.083333333333336,326
34.166666666666664,325
34.25,323
34.333333333333336,325
34.416666666666664,320
34.5,325
34.583333333333336,329
34.666666666666664,327
34.75,325
34.833333333333336,330
34.916666666666664,324
35,325
35.083333333333336,319
35.166666666666664,324
35.25,325
35.333333333333336,320
35.416666666666664,323
35.5,324
35.583333333333336,321
35.666666666666664,325
35.75,321
35.833333333333336,321
35.916666666666664,323
36,324
36.083333333333336,330
36.166666666666664,328
36.25,323
36.333333333333336,328
36.416666666666664,322
36.5,323
36.583333333333336,326
36.666666666666664,324
36.75,326
36.833333333333336,331
36.916666666666664,325
37,322
37.083333333333336,326
37.166666666666664,321
37.25,326
37.333333333333336,326
37.416666666666664,323
37.5,325
37.583333333333336,326
37.666666666666664,328
37.75,325
37.833333333333336,321
37.916666666666664,323
38,324
38.083333333333336,323
38.166666666666664,324
38.25,328
38.333333333333336,323
38.416666666666664,328
38.5,326
38.583333333333336,321
38.666666666666664,323
38.75,328
38.833333333333336,324
38.916666666666664,326
39,325
39.083333333333336,328
39.166666666666664,328
39.25,320
39.333333333333336,321
39.416666666666664,321
39.5,324
39.583333333333336,329
39.666666666666664,320
39.75,326
39.833333333333336,326
39.916666666666664,323
40,323
40.083333333333336,329
40.166666666666664,322
40.25,331
40.333333333333336,327
40.416666666666664,329
40.5,325
40.583333333333336,328
40.666666666666664,325
40.75,322
40.833333333333336,326
40.916666666666664,321
41,327
41.083333333333336,325
41.166666666666664,324
41.25,327
41.333333333333336,330
41.416666666666664,329
41.5,322
41.583333333333336,330
41.666666666666664,322
41.75,328
41.833333333333336,325
41.916666666666664,329
42,323
42.083333333333336,322
42.166666666666664,330
42.25,326
42.333333333333336,327
42.416666666666664,331
42.5,324
42.583333333333336,324
42.666666666666664,328
42.75,325
42.833333333333336,328
42.916666666666664,330
43,328
43.083333333333336,328
43.166666666666664,327
43.25,328
43.333333333333336,327
43.416666666666664,324
43.5,331
43.583333333333336,328
43.666666666666664,328
43.75,328
43.833333333333336,327
43.916666666666664,327
44,322
44.083333333333336,326
44.166666666666664,327
44.25,327
44.333333333333336,325
44.416666666666664,332
44.5,328
44.583333333333336,321
44.666666666666664,323
44.75,323
44.833333333333336,330
44.916666666666664,333
45,331
45.083333333333336,327
45.166666666666664,327
45.25,327
45.333333333333336,330
45.416666666666664,336
45.5,328
45.583333333333336,330
45.666666666666664,329
45.75,327
45.833333333333336,326
45.916666666666664,332
46,335
46.083333333333336,325
46.166666666666664,331
46.25,324
46.333333333333336,325
46.416666666666664,332
46.5,331
46.583333333333336,332
46.666666666666664,331
46.75,336
46.833333333333336,334
46.916666666666664,334
47,333
47.083333333333336,332
47.166666666666664,330
47.25,337
47.333333333333336,337
47.416666666666664,337
47.5,332
47.583333333333336,328
47.666666666666664,333
47.75,332
47.833333333333336,336
47.916666666666664,328
