"Hours since thread went live","One Room, Hiatari Futsuu, Tenshi-tsuki. • Studio Apartment, Good Lighting, Angel Included - Episode 9 discussion"
38.833333333333336,175
38.916666666666664,176
39,170
39.083333333333336,170
39.166666666666664,173
39.25,175
39.333333333333336,171
39.416666666666664,171
39.5,177
39.583333333333336,174
39.666666666666664,177
39.75,175
39.833333333333336,174
39.916666666666664,169
40,171
40.083333333333336,172
40.166666666666664,172
40.25,172
40.333333333333336,171
40.416666666666664,170
40.5,176
40.583333333333336,172
40.666666666666664,177
40.75,170
40.833333333333336,175
40.916666666666664,173
41,171
41.083333333333336,174
41.166666666666664,174
41.25,173
41.333333333333336,173
41.416666666666664,177
41.5,175
41.583333333333336,177
41.666666666666664,171
41.75,174
41.833333333333336,174
41.916666666666664,172
42,172
42.083333333333336,174
42.166666666666664,174
42.25,174
42.333333333333336,173
42.416666666666664,169
42.5,175
42.583333333333336,173
42.666666666666664,174
42.75,176
42.833333333333336,173
42.916666666666664,177
43,175
43.083333333333336,173
43.166666666666664,173
43.25,176
43.333333333333336,172
43.416666666666664,169
43.5,170
43.583333333333336,173
43.666666666666664,173
43.75,170
43.833333333333336,177
43.916666666666664,172
44,175
44.083333333333336,173
44.166666666666664,171
44.25,177
44.333333333333336,170
44.416666666666664,172
44.5,172
44.583333333333336,171
44.666666666666664,171
44.75,174
44.833333333333336,171
44.916666666666664,174
45,171
45.083333333333336,174
45.166666666666664,174
45.25,173
45.333333333333336,175
45.416666666666664,173
45.5,171
45.583333333333336,175
45.666666666666664,174
45.75,175
45.833333333333336,173
45.916666666666664,177
46,172
46.083333333333336,174
46.166666666666664,176
46.25,177
46.333333333333336,178
46.416666666666664,173
46.5,174
46.583333333333336,178
46.666666666666664,174
46.75,177
46.833333333333336,174
46.916666666666664,176
47,173
47.083333333333336,178
47.166666666666664,174
47.25,176
47.333333333333336,175
47.416666666666664,174
47.5,174
47.583333333333336,173
47.666666666666664,172
47.75,173
47.833333333333336,174
47.916666666666664,171
