"Hours since thread went live","Tensei Kizoku, Kantei Skill de Nariagaru • As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World - Episode 7 discussion"
25.166666666666668,467
25.25,471
25.333333333333332,466
25.416666666666668,470
25.5,468
25.583333333333332,469
25.666666666666668,465
25.75,469
25.833333333333332,468
25.916666666666668,463
26,467
26.083333333333332,469
26.166666666666668,473
26.25,464
26.333333333333332,464
26.416666666666668,468
26.5,474
26.583333333333332,468
26.666666666666668,470
26.75,471
26.833333333333332,472
26.916666666666668,470
27,466
27.083333333333332,470
27.166666666666668,478
27.25,473
27.333333333333332,474
27.416666666666668,480
27.5,469
27.583333333333332,472
27.666666666666668,475
27.75,471
27.833333333333332,476
27.916666666666668,477
28,476
28.083333333333332,474
28.166666666666668,475
28.25,473
28.333333333333332,478
28.416666666666668,476
28.5,474
28.583333333333332,482
28.666666666666668,478
28.75,473
28.833333333333332,476
28.916666666666668,476
29,480
29.083333333333332,478
29.166666666666668,480
29.25,481
29.333333333333332,483
29.416666666666668,484
29.5,474
29.583333333333332,484
29.666666666666668,478
29.75,479
29.833333333333332,480
29.916666666666668,484
30,485
30.083333333333332,478
30.166666666666668,483
30.25,483
30.333333333333332,479
30.416666666666668,487
30.5,486
30.583333333333332,485
30.666666666666668,477
30.75,482
30.833333333333332,488
30.916666666666668,483
31,485
31.083333333333332,488
31.166666666666668,486
31.25,491
31.333333333333332,484
31.416666666666668,485
31.5,487
31.583333333333332,487
31.666666666666668,491
31.75,480
31.833333333333332,484
31.916666666666668,490
32,484
32.083333333333336,489
32.166666666666664,491
32.25,486
32.333333333333336,488
32.416666666666664,492
32.5,485
32.583333333333336,484
32.666666666666664,490
32.75,486
32.833333333333336,487
32.916666666666664,488
33,487
33.083333333333336,487
33.166666666666664,484
33.25,489
33.333333333333336,484
33.416666666666664,490
33.5,492
33.583333333333336,488
33.666666666666664,486
33.75,486
33.833333333333336,487
33.916666666666664,489
34,492
34.083333333333336,491
34.166666666666664,487
34.25,487
34.333333333333336,489
34.416666666666664,488
34.5,491
34.583333333333336,487
34.666666666666664,491
34.75,493
34.833333333333336,485
34.916666666666664,493
35,491
35.083333333333336,490
35.166666666666664,488
35.25,496
35.333333333333336,494
35.416666666666664,486
35.5,486
35.583333333333336,486
35.666666666666664,493
35.75,486
35.833333333333336,486
35.916666666666664,487
36,495
36.083333333333336,491
36.166666666666664,495
36.25,488
36.333333333333336,497
36.416666666666664,495
36.5,493
36.583333333333336,491
36.666666666666664,489
36.75,492
36.833333333333336,487
36.916666666666664,494
37,491
37.083333333333336,491
37.166666666666664,492
37.25,492
37.333333333333336,489
37.416666666666664,488
37.5,490
37.583333333333336,491
37.666666666666664,496
37.75,489
37.833333333333336,496
37.916666666666664,493
38,494
38.083333333333336,494
38.166666666666664,489
38.25,490
38.333333333333336,497
38.416666666666664,489
38.5,495
38.583333333333336,492
38.666666666666664,490
38.75,495
38.833333333333336,494
38.916666666666664,492
39,495
39.083333333333336,499
39.166666666666664,494
39.25,493
39.333333333333336,494
39.416666666666664,493
39.5,493
39.583333333333336,493
39.666666666666664,494
39.75,494
39.833333333333336,493
39.916666666666664,497
40,492
40.083333333333336,500
40.166666666666664,489
40.25,498
40.333333333333336,493
40.416666666666664,496
40.5,499
40.583333333333336,495
40.666666666666664,496
40.75,495
40.833333333333336,494
40.916666666666664,499
41,494
41.083333333333336,500
41.166666666666664,496
41.25,499
41.333333333333336,494
41.416666666666664,495
41.5,494
41.583333333333336,497
41.666666666666664,493
41.75,498
41.833333333333336,501
41.916666666666664,493
42,493
42.083333333333336,497
42.166666666666664,495
42.25,494
42.333333333333336,498
42.416666666666664,495
42.5,493
42.583333333333336,492
42.666666666666664,495
42.75,497
42.833333333333336,501
42.916666666666664,494
43,496
43.083333333333336,498
43.166666666666664,497
43.25,494
43.333333333333336,492
43.416666666666664,494
43.5,498
43.583333333333336,493
43.666666666666664,495
43.75,501
43.833333333333336,492
43.916666666666664,503
44,495
44.083333333333336,498
44.166666666666664,495
44.25,496
44.333333333333336,493
44.416666666666664,494
44.5,493
44.583333333333336,500
44.666666666666664,498
44.75,499
44.833333333333336,503
44.916666666666664,498
45,497
45.083333333333336,501
45.166666666666664,500
45.25,500
45.333333333333336,501
45.416666666666664,502
45.5,497
45.583333333333336,495
45.666666666666664,499
45.75,500
45.833333333333336,496
45.916666666666664,498
46,501
46.083333333333336,500
46.166666666666664,496
46.25,497
46.333333333333336,497
46.416666666666664,497
46.5,498
46.583333333333336,498
46.666666666666664,496
46.75,503
46.833333333333336,504
46.916666666666664,500
47,498
47.083333333333336,502
47.166666666666664,503
47.25,496
47.333333333333336,498
47.416666666666664,502
47.5,503
47.583333333333336,501
47.666666666666664,500
47.75,494
47.833333333333336,499
47.916666666666664,500
