"Hours since thread went live","Kono Subarashii Sekai ni Shukufuku wo! 3 • KONOSUBA -God's Blessing on This Wonderful World! 3 - Episode 1 discussion"
32.416666666666664,1862
32.5,1864
32.583333333333336,1871
32.666666666666664,1870
32.75,1868
32.833333333333336,1863
32.916666666666664,1869
33,1868
33.083333333333336,1866
33.166666666666664,1870
33.25,1870
33.333333333333336,1873
33.416666666666664,1875
33.5,1881
33.583333333333336,1879
33.666666666666664,1877
33.75,1880
33.833333333333336,1877
33.916666666666664,1874
34,1878
34.083333333333336,1877
34.166666666666664,1879
34.25,1883
34.333333333333336,1882
34.416666666666664,1878
34.5,1879
34.583333333333336,1876
34.666666666666664,1885
34.75,1880
34.833333333333336,1879
34.916666666666664,1880
35,1883
35.083333333333336,1881
35.166666666666664,1892
35.25,1884
35.333333333333336,1887
35.416666666666664,1886
35.5,1885
35.583333333333336,1883
35.666666666666664,1890
35.75,1889
35.833333333333336,1888
35.916666666666664,1888
36,1887
36.083333333333336,1888
36.166666666666664,1888
36.25,1889
36.333333333333336,1897
36.416666666666664,1895
36.5,1900
36.583333333333336,1900
36.666666666666664,1899
36.75,1898
36.833333333333336,1901
36.916666666666664,1901
37,1897
37.083333333333336,1900
37.166666666666664,1896
37.25,1902
37.333333333333336,1903
37.416666666666664,1900
37.5,1899
37.583333333333336,1898
37.666666666666664,1903
37.75,1905
37.833333333333336,1903
37.916666666666664,1901
38,1902
38.083333333333336,1903
38.166666666666664,1907
38.25,1906
38.333333333333336,1901
38.416666666666664,1903
38.5,1906
38.583333333333336,1902
38.666666666666664,1907
38.75,1902
38.833333333333336,1901
38.916666666666664,1904
39,1904
39.083333333333336,1902
39.166666666666664,1906
39.25,1902
39.333333333333336,1909
39.416666666666664,1909
39.5,1903
39.583333333333336,1907
39.666666666666664,1912
39.75,1910
39.833333333333336,1907
39.916666666666664,1913
40,1913
40.083333333333336,1913
40.166666666666664,1912
40.25,1908
40.333333333333336,1915
40.416666666666664,1909
40.5,1914
40.583333333333336,1914
40.666666666666664,1914
40.75,1913
40.833333333333336,1907
40.916666666666664,1909
41,1917
41.083333333333336,1920
41.166666666666664,1915
41.25,1915
41.333333333333336,1920
41.416666666666664,1914
41.5,1917
41.583333333333336,1915
41.666666666666664,1918
41.75,1919
41.833333333333336,1920
41.916666666666664,1921
42,1914
42.083333333333336,1919
42.166666666666664,1918
42.25,1919
42.333333333333336,1923
42.416666666666664,1924
42.5,1925
42.583333333333336,1917
42.666666666666664,1919
42.75,1916
42.833333333333336,1917
42.916666666666664,1925
43,1923
43.083333333333336,1925
43.166666666666664,1922
43.25,1919
43.333333333333336,1922
43.416666666666664,1919
43.5,1927
43.583333333333336,1925
43.666666666666664,1923
43.75,1926
43.833333333333336,1927
43.916666666666664,1921
44,1922
44.083333333333336,1925
44.166666666666664,1930
44.25,1928
44.333333333333336,1924
44.416666666666664,1924
44.5,1931
44.583333333333336,1932
44.666666666666664,1929
44.75,1927
44.833333333333336,1925
44.916666666666664,1928
45,1927
45.083333333333336,1924
45.166666666666664,1933
45.25,1924
45.333333333333336,1927
45.416666666666664,1931
45.5,1930
45.583333333333336,1929
45.666666666666664,1932
45.75,1930
45.833333333333336,1928
45.916666666666664,1931
46,1930
46.083333333333336,1931
46.166666666666664,1931
46.25,1931
46.333333333333336,1933
46.416666666666664,1931
46.5,1933
46.583333333333336,1928
46.666666666666664,1930
46.75,1933
46.833333333333336,1932
46.916666666666664,1932
47,1930
47.083333333333336,1932
47.166666666666664,1937
47.25,1934
47.333333333333336,1935
47.416666666666664,1932
47.5,1933
47.583333333333336,1935
47.666666666666664,1932
47.75,1935
47.833333333333336,1936
47.916666666666664,1940
