"Hours since thread went live","Sentai Daishikkaku • Go! Go! Loser Ranger! - Episode 6 discussion"
20.666666666666668,1056
20.75,1055
20.833333333333332,1055
20.916666666666668,1061
21,1052
21.083333333333332,1057
21.166666666666668,1056
21.25,1065
21.333333333333332,1060
21.416666666666668,1062
21.5,1060
21.583333333333332,1066
21.666666666666668,1063
21.75,1066
21.833333333333332,1064
21.916666666666668,1068
22,1066
22.083333333333332,1073
22.166666666666668,1069
22.25,1068
22.333333333333332,1067
22.416666666666668,1067
22.5,1075
22.583333333333332,1079
22.666666666666668,1083
22.75,1085
22.833333333333332,1080
22.916666666666668,1083
23,1081
23.083333333333332,1080
23.166666666666668,1082
23.25,1088
23.333333333333332,1086
23.416666666666668,1085
23.5,1083
23.583333333333332,1090
23.666666666666668,1087
23.75,1092
23.833333333333332,1088
23.916666666666668,1087
24,1086
24.083333333333332,1091
24.166666666666668,1096
24.25,1096
24.333333333333332,1086
24.416666666666668,1093
24.5,1097
24.583333333333332,1094
24.666666666666668,1091
24.75,1093
24.833333333333332,1090
24.916666666666668,1093
25,1089
25.083333333333332,1094
25.166666666666668,1093
25.25,1098
25.333333333333332,1098
25.416666666666668,1097
25.5,1098
25.583333333333332,1096
25.666666666666668,1101
25.75,1096
25.833333333333332,1098
25.916666666666668,1099
26,1098
26.083333333333332,1098
26.166666666666668,1094
26.25,1100
26.333333333333332,1096
26.416666666666668,1101
26.5,1099
26.583333333333332,1098
26.666666666666668,1105
26.75,1102
26.833333333333332,1101
26.916666666666668,1111
27,1100
27.083333333333332,1111
27.166666666666668,1106
27.25,1102
27.333333333333332,1107
27.416666666666668,1110
27.5,1112
27.583333333333332,1111
27.666666666666668,1105
27.75,1109
27.833333333333332,1113
27.916666666666668,1116
28,1114
28.083333333333332,1111
28.166666666666668,1116
28.25,1117
28.333333333333332,1113
28.416666666666668,1117
28.5,1120
28.583333333333332,1115
28.666666666666668,1115
28.75,1116
28.833333333333332,1117
28.916666666666668,1120
29,1119
29.083333333333332,1124
29.166666666666668,1117
29.25,1120
29.333333333333332,1127
29.416666666666668,1117
29.5,1123
29.583333333333332,1124
29.666666666666668,1121
29.75,1120
29.833333333333332,1125
29.916666666666668,1120
30,1122
30.083333333333332,1130
30.166666666666668,1122
30.25,1128
30.333333333333332,1130
30.416666666666668,1124
30.5,1120
30.583333333333332,1122
30.666666666666668,1122
30.75,1123
30.833333333333332,1128
30.916666666666668,1125
31,1127
31.083333333333332,1126
31.166666666666668,1129
31.25,1129
31.333333333333332,1130
31.416666666666668,1134
31.5,1131
31.583333333333332,1138
31.666666666666668,1138
31.75,1138
31.833333333333332,1132
31.916666666666668,1133
32,1131
32.083333333333336,1138
32.166666666666664,1135
32.25,1134
32.333333333333336,1138
32.5,1137
32.5,1135
32.583333333333336,1132
32.666666666666664,1142
32.75,1136
32.833333333333336,1141
32.916666666666664,1138
33,1141
33.083333333333336,1146
33.166666666666664,1139
33.25,1138
33.333333333333336,1147
33.416666666666664,1142
33.5,1145
33.583333333333336,1144
33.666666666666664,1145
33.75,1142
33.833333333333336,1143
33.916666666666664,1137
34,1141
34.083333333333336,1147
34.166666666666664,1146
34.25,1146
34.333333333333336,1144
34.416666666666664,1146
34.5,1144
34.583333333333336,1142
34.666666666666664,1144
34.75,1143
34.833333333333336,1151
34.916666666666664,1144
35,1150
35.083333333333336,1148
35.166666666666664,1146
35.25,1148
35.333333333333336,1153
35.416666666666664,1146
35.5,1152
35.583333333333336,1151
35.666666666666664,1153
35.75,1152
35.833333333333336,1149
35.916666666666664,1147
36,1153
36.083333333333336,1151
36.166666666666664,1151
36.25,1152
36.333333333333336,1153
36.416666666666664,1150
36.5,1152
36.583333333333336,1150
36.666666666666664,1151
36.75,1157
36.833333333333336,1157
36.916666666666664,1158
37,1156
37.083333333333336,1158
37.166666666666664,1156
37.25,1158
37.333333333333336,1158
37.416666666666664,1161
37.5,1159
37.583333333333336,1162
37.666666666666664,1156
37.75,1156
37.833333333333336,1160
37.916666666666664,1168
38,1165
38.083333333333336,1160
38.166666666666664,1166
38.25,1168
38.333333333333336,1164
38.416666666666664,1169
38.5,1160
38.583333333333336,1171
38.666666666666664,1163
38.75,1167
38.833333333333336,1168
38.916666666666664,1164
39,1166
39.083333333333336,1169
39.166666666666664,1163
39.25,1167
39.333333333333336,1167
39.416666666666664,1171
39.5,1168
39.583333333333336,1173
39.666666666666664,1165
39.75,1166
39.833333333333336,1167
39.916666666666664,1168
40,1170
40.083333333333336,1171
40.166666666666664,1168
40.25,1171
40.333333333333336,1171
40.416666666666664,1173
40.5,1171
40.583333333333336,1168
40.666666666666664,1172
40.75,1176
40.833333333333336,1170
40.916666666666664,1172
41,1174
41.083333333333336,1176
41.166666666666664,1172
41.25,1174
41.333333333333336,1170
41.416666666666664,1179
41.5,1174
41.583333333333336,1175
41.666666666666664,1170
41.75,1174
41.833333333333336,1175
41.916666666666664,1175
42,1173
42.083333333333336,1174
42.166666666666664,1169
42.25,1173
42.333333333333336,1171
42.416666666666664,1170
42.5,1175
42.583333333333336,1173
42.666666666666664,1171
42.75,1177
42.833333333333336,1173
42.916666666666664,1176
43,1171
43.083333333333336,1178
43.166666666666664,1174
43.25,1171
43.333333333333336,1173
43.416666666666664,1173
43.5,1173
43.583333333333336,1174
43.666666666666664,1177
43.75,1178
43.833333333333336,1178
43.916666666666664,1173
44,1177
44.083333333333336,1177
44.166666666666664,1172
44.25,1173
44.333333333333336,1175
44.416666666666664,1175
44.5,1176
44.583333333333336,1174
44.666666666666664,1179
44.75,1176
44.833333333333336,1176
44.916666666666664,1176
45,1176
45.083333333333336,1170
45.166666666666664,1176
45.25,1174
45.333333333333336,1176
45.416666666666664,1179
45.5,1176
45.583333333333336,1176
45.666666666666664,1177
45.75,1176
45.833333333333336,1177
45.916666666666664,1179
46,1176
46.083333333333336,1179
46.166666666666664,1177
46.25,1172
46.333333333333336,1173
46.416666666666664,1173
46.5,1174
46.583333333333336,1178
46.666666666666664,1173
46.75,1180
46.833333333333336,1181
46.916666666666664,1180
47,1172
47.083333333333336,1177
47.166666666666664,1180
47.25,1179
47.333333333333336,1181
47.416666666666664,1178
47.5,1177
47.583333333333336,1175
47.666666666666664,1175
47.75,1173
47.833333333333336,1179
47.916666666666664,1182
