"Hours since thread went live","30-sai made Doutei dato Mahoutsukai ni Nareru Rashii • Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! - Episode 8 discussion"
35.083333333333336,135
35.166666666666664,135
35.25,135
35.333333333333336,137
35.416666666666664,140
35.5,137
35.583333333333336,137
35.666666666666664,137
35.75,139
35.833333333333336,136
35.916666666666664,137
36,134
36.083333333333336,135
36.166666666666664,136
36.25,140
36.333333333333336,138
36.416666666666664,134
36.5,135
36.583333333333336,139
36.666666666666664,145
36.75,141
36.833333333333336,142
36.916666666666664,141
37,144
37.083333333333336,141
37.166666666666664,142
37.25,141
37.333333333333336,142
37.416666666666664,143
37.5,145
37.583333333333336,141
37.666666666666664,141
37.75,145
37.833333333333336,141
37.916666666666664,141
38,139
38.083333333333336,144
38.166666666666664,139
38.25,142
38.333333333333336,138
38.416666666666664,141
38.5,144
38.583333333333336,143
38.666666666666664,143
38.75,142
38.833333333333336,144
38.916666666666664,141
39,138
39.083333333333336,141
39.166666666666664,140
39.25,140
39.333333333333336,141
39.416666666666664,142
39.5,144
39.583333333333336,141
39.666666666666664,143
39.75,142
39.833333333333336,141
39.916666666666664,139
40,141
40.083333333333336,142
40.166666666666664,139
40.25,141
40.333333333333336,140
40.416666666666664,142
40.5,142
40.583333333333336,143
40.666666666666664,142
40.75,141
40.833333333333336,140
40.916666666666664,141
41,142
41.083333333333336,145
41.166666666666664,143
41.25,138
41.333333333333336,139
41.416666666666664,141
41.5,144
41.583333333333336,143
41.666666666666664,140
41.75,139
41.833333333333336,141
41.916666666666664,142
42,138
42.083333333333336,143
42.166666666666664,141
42.25,141
42.333333333333336,144
42.416666666666664,143
42.5,137
42.583333333333336,141
42.666666666666664,144
42.75,140
42.833333333333336,144
42.916666666666664,144
43,142
43.083333333333336,140
43.166666666666664,144
43.25,143
43.333333333333336,143
43.416666666666664,139
43.5,142
43.583333333333336,140
43.666666666666664,141
43.75,144
43.833333333333336,145
43.916666666666664,145
44,141
44.083333333333336,141
44.166666666666664,140
44.25,139
44.333333333333336,142
44.416666666666664,142
44.5,143
44.583333333333336,145
44.666666666666664,144
44.75,139
44.833333333333336,144
44.916666666666664,141
45,142
45.083333333333336,140
45.166666666666664,146
45.25,145
45.333333333333336,142
45.416666666666664,146
45.5,142
45.583333333333336,145
45.666666666666664,142
45.75,144
45.833333333333336,142
45.916666666666664,142
46,144
46.083333333333336,145
46.166666666666664,146
46.25,147
46.333333333333336,145
46.416666666666664,142
46.5,148
46.583333333333336,143
46.666666666666664,144
46.75,141
46.833333333333336,148
46.916666666666664,143
47,146
47.083333333333336,140
47.166666666666664,145
47.25,145
47.333333333333336,140
47.416666666666664,143
47.5,147
47.583333333333336,144
47.666666666666664,143
47.75,144
47.833333333333336,142
47.916666666666664,140
