"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 4 discussion"
42.083333333333336,387
42.166666666666664,392
42.25,389
42.333333333333336,396
42.416666666666664,393
42.5,393
42.583333333333336,394
42.666666666666664,397
42.75,393
42.833333333333336,390
42.916666666666664,397
43,393
43.083333333333336,394
43.166666666666664,390
43.25,395
43.333333333333336,391
43.416666666666664,397
43.5,397
43.583333333333336,394
43.666666666666664,395
43.75,392
43.833333333333336,395
43.916666666666664,394
44,390
44.083333333333336,398
44.166666666666664,395
44.25,392
44.333333333333336,396
44.416666666666664,400
44.5,390
44.583333333333336,389
44.666666666666664,396
44.75,394
44.833333333333336,391
44.916666666666664,394
45,392
45.083333333333336,396
45.166666666666664,399
45.25,393
45.333333333333336,395
45.416666666666664,392
45.5,396
45.583333333333336,390
45.666666666666664,389
45.75,397
45.833333333333336,397
45.916666666666664,394
46,395
46.083333333333336,389
46.166666666666664,391
46.25,391
46.333333333333336,397
46.416666666666664,392
46.5,393
46.583333333333336,389
46.666666666666664,388
46.75,391
46.833333333333336,388
46.916666666666664,399
47,398
47.083333333333336,394
47.166666666666664,394
47.25,393
47.333333333333336,392
47.416666666666664,395
47.5,401
47.583333333333336,395
47.666666666666664,399
47.75,397
47.833333333333336,395
47.916666666666664,395
