"Hours since thread went live","Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e Season 3 • Classroom of the Elite Season 3 - Episode 10 discussion"
17.083333333333332,700
17.166666666666668,707
17.25,707
17.333333333333332,706
17.416666666666668,700
17.5,706
17.583333333333332,706
17.666666666666668,710
17.75,709
17.833333333333332,711
17.916666666666668,714
18,717
18.083333333333332,717
18.166666666666668,718
18.25,726
18.333333333333332,720
18.416666666666668,726
18.5,721
18.583333333333332,721
18.666666666666668,722
18.75,718
18.833333333333332,723
18.916666666666668,723
19,723
19.083333333333332,729
19.166666666666668,726
19.25,737
19.333333333333332,734
19.416666666666668,740
19.5,742
19.583333333333332,739
19.666666666666668,738
19.75,737
19.833333333333332,735
19.916666666666668,736
20,740
20.083333333333332,747
20.166666666666668,744
20.25,747
20.333333333333332,745
20.416666666666668,744
20.5,742
20.583333333333332,747
20.666666666666668,748
20.75,742
20.833333333333332,746
20.916666666666668,750
21,751
21.083333333333332,751
21.166666666666668,752
21.25,754
21.333333333333332,755
21.416666666666668,756
21.5,753
21.583333333333332,757
21.666666666666668,752
21.75,749
21.833333333333332,756
21.916666666666668,757
22,755
22.083333333333332,758
22.166666666666668,758
22.25,754
22.333333333333332,765
22.416666666666668,754
22.5,764
22.583333333333332,760
22.666666666666668,761
22.75,762
22.833333333333332,762
22.916666666666668,766
23,765
23.083333333333332,765
23.166666666666668,767
23.25,763
23.333333333333332,772
23.416666666666668,767
23.5,769
23.583333333333332,773
23.666666666666668,774
23.75,771
23.833333333333332,772
23.916666666666668,774
24,768
24.083333333333332,769
24.166666666666668,775
24.25,775
24.333333333333332,771
24.416666666666668,778
24.5,773
24.583333333333332,773
24.666666666666668,781
24.75,772
24.833333333333332,778
24.916666666666668,778
25,776
25.083333333333332,777
25.166666666666668,779
25.25,781
25.333333333333332,784
25.416666666666668,781
25.5,782
25.583333333333332,778
25.666666666666668,779
25.75,788
25.833333333333332,788
25.916666666666668,785
26,784
26.083333333333332,787
26.166666666666668,786
26.25,790
26.333333333333332,789
26.416666666666668,789
26.5,794
26.583333333333332,792
26.666666666666668,795
26.75,794
26.833333333333332,792
26.916666666666668,794
27,797
27.083333333333332,792
27.166666666666668,799
27.25,797
27.333333333333332,792
27.416666666666668,801
27.5,797
27.583333333333332,796
27.666666666666668,803
27.75,801
27.833333333333332,799
27.916666666666668,801
28,803
28.083333333333332,799
28.166666666666668,804
28.25,801
28.333333333333332,804
28.416666666666668,804
28.5,803
28.583333333333332,801
28.666666666666668,811
28.75,809
28.833333333333332,807
28.916666666666668,807
29,811
29.083333333333332,808
29.166666666666668,811
29.25,809
29.333333333333332,809
29.416666666666668,813
29.5,811
29.583333333333332,810
29.666666666666668,806
29.75,815
29.833333333333332,811
29.916666666666668,805
30,813
30.083333333333332,810
30.166666666666668,813
30.25,816
30.333333333333332,814
30.416666666666668,810
30.5,808
30.583333333333332,811
30.666666666666668,813
30.75,811
30.833333333333332,814
30.916666666666668,811
31,813
31.083333333333332,816
31.166666666666668,811
31.25,816
31.333333333333332,817
31.416666666666668,818
31.5,821
31.583333333333332,817
31.666666666666668,816
31.75,819
31.833333333333332,817
31.916666666666668,818
32,817
32.083333333333336,821
32.166666666666664,823
32.25,825
32.333333333333336,825
32.416666666666664,816
32.5,826
32.583333333333336,821
32.666666666666664,822
32.75,827
32.833333333333336,825
32.916666666666664,823
33,826
33.083333333333336,825
33.166666666666664,823
33.25,826
33.333333333333336,823
33.416666666666664,827
33.5,823
33.583333333333336,828
33.666666666666664,826
33.75,824
33.833333333333336,823
33.916666666666664,829
34,827
34.083333333333336,826
34.166666666666664,823
34.25,824
34.333333333333336,822
34.416666666666664,827
34.5,821
34.583333333333336,825
34.666666666666664,825
34.75,826
34.833333333333336,828
34.916666666666664,833
35,829
35.083333333333336,831
35.166666666666664,829
35.25,827
35.333333333333336,832
35.416666666666664,830
35.5,825
35.583333333333336,827
35.666666666666664,830
35.75,831
35.833333333333336,832
35.916666666666664,829
36,835
36.083333333333336,835
36.166666666666664,829
36.25,830
36.333333333333336,833
36.416666666666664,826
36.5,833
36.583333333333336,827
36.666666666666664,828
36.75,833
36.833333333333336,833
36.916666666666664,836
37,837
37.083333333333336,834
37.166666666666664,833
37.25,830
37.333333333333336,833
37.416666666666664,836
37.5,838
37.583333333333336,836
37.666666666666664,834
37.75,838
37.833333333333336,838
37.916666666666664,844
38,839
38.083333333333336,838
38.166666666666664,842
38.25,837
38.333333333333336,834
38.416666666666664,837
38.5,839
38.583333333333336,844
38.666666666666664,838
38.75,840
38.833333333333336,837
38.916666666666664,839
39,840
39.083333333333336,838
39.166666666666664,839
39.25,842
39.333333333333336,836
39.416666666666664,836
39.5,840
39.583333333333336,840
39.666666666666664,838
39.75,838
39.833333333333336,839
39.916666666666664,842
40,842
40.083333333333336,838
40.166666666666664,837
40.25,841
40.333333333333336,844
40.416666666666664,838
40.5,839
40.583333333333336,843
40.666666666666664,841
40.75,842
40.833333333333336,841
40.916666666666664,841
41,843
41.083333333333336,848
41.166666666666664,847
41.25,842
41.333333333333336,843
41.416666666666664,844
41.5,842
41.583333333333336,840
41.666666666666664,849
41.75,849
41.833333333333336,842
41.916666666666664,842
42,847
42.083333333333336,849
42.166666666666664,850
42.25,843
42.333333333333336,847
42.416666666666664,851
42.5,846
42.583333333333336,845
42.666666666666664,843
42.75,839
42.833333333333336,845
42.916666666666664,844
43,845
43.083333333333336,849
43.166666666666664,843
43.25,849
43.333333333333336,845
43.416666666666664,847
43.5,840
43.583333333333336,848
43.666666666666664,847
43.75,851
43.833333333333336,848
43.916666666666664,843
44,849
44.083333333333336,851
44.166666666666664,852
44.25,850
44.333333333333336,848
44.416666666666664,852
44.5,849
44.583333333333336,848
44.666666666666664,849
44.75,848
44.833333333333336,852
44.916666666666664,855
45,846
45.083333333333336,855
45.166666666666664,845
45.25,852
45.333333333333336,850
45.416666666666664,848
45.5,846
45.583333333333336,854
45.666666666666664,851
45.75,850
45.833333333333336,851
45.916666666666664,854
46,853
46.083333333333336,853
46.166666666666664,856
46.25,853
46.333333333333336,849
46.416666666666664,852
46.5,851
46.583333333333336,851
46.666666666666664,848
46.75,851
46.833333333333336,852
46.916666666666664,850
47,850
47.083333333333336,849
47.166666666666664,853
47.25,851
47.333333333333336,854
47.416666666666664,855
47.5,859
47.583333333333336,859
47.666666666666664,859
47.75,855
47.833333333333336,854
47.916666666666664,857
