"Hours since thread went live","Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii? • An Archdemon's Dilemma: How to Love Your Elf Bride - Episode 6 discussion"
26.083333333333332,552
26.166666666666668,559
26.25,552
26.333333333333332,556
26.416666666666668,548
26.5,559
26.583333333333332,560
26.666666666666668,552
26.75,557
26.833333333333332,554
26.916666666666668,552
27,561
27.083333333333332,560
27.166666666666668,555
27.25,559
27.333333333333332,557
27.416666666666668,557
27.5,558
27.75,561
27.833333333333332,559
27.916666666666668,559
28,557
28.083333333333332,561
28.166666666666668,561
28.25,564
28.333333333333332,561
28.416666666666668,564
28.5,565
28.583333333333332,562
28.666666666666668,562
28.75,568
28.833333333333332,565
28.916666666666668,564
29,561
29.083333333333332,563
29.166666666666668,568
29.25,560
29.333333333333332,560
29.416666666666668,569
29.5,565
29.583333333333332,565
29.666666666666668,564
29.75,567
29.833333333333332,566
29.916666666666668,568
30,565
30.083333333333332,564
30.166666666666668,567
30.25,563
30.333333333333332,565
30.416666666666668,564
30.5,564
30.583333333333332,569
30.666666666666668,563
30.75,568
30.833333333333332,566
30.916666666666668,570
31,567
31.083333333333332,568
31.166666666666668,564
31.25,564
31.333333333333332,566
31.416666666666668,569
31.5,567
31.583333333333332,568
31.666666666666668,567
31.75,566
31.833333333333332,564
31.916666666666668,569
32,572
32.083333333333336,564
32.166666666666664,571
32.25,571
32.333333333333336,569
32.416666666666664,566
32.5,566
32.583333333333336,562
32.666666666666664,571
32.75,572
32.833333333333336,570
32.916666666666664,574
33,572
33.083333333333336,572
33.166666666666664,567
33.25,563
33.333333333333336,572
33.416666666666664,571
33.5,570
33.583333333333336,566
33.666666666666664,571
33.75,567
33.833333333333336,566
33.916666666666664,569
34,573
34.083333333333336,572
34.166666666666664,573
34.25,569
34.333333333333336,573
34.416666666666664,574
34.5,577
34.583333333333336,578
34.666666666666664,575
34.75,578
34.833333333333336,572
34.916666666666664,570
35,575
35.083333333333336,579
35.166666666666664,574
35.25,577
35.333333333333336,576
35.416666666666664,572
35.5,579
35.583333333333336,575
35.666666666666664,582
35.75,581
35.833333333333336,582
35.916666666666664,575
36,576
36.083333333333336,574
36.166666666666664,577
36.25,575
36.333333333333336,582
36.416666666666664,578
36.5,572
36.583333333333336,579
36.666666666666664,576
36.75,578
36.833333333333336,582
36.916666666666664,578
37,574
37.083333333333336,576
37.166666666666664,575
37.25,579
37.333333333333336,582
37.416666666666664,579
37.5,576
37.583333333333336,575
37.666666666666664,579
37.75,574
37.833333333333336,575
37.916666666666664,584
38,584
38.083333333333336,577
38.166666666666664,581
38.25,582
38.333333333333336,576
38.416666666666664,578
38.5,575
38.583333333333336,581
38.666666666666664,583
38.75,583
38.833333333333336,577
38.916666666666664,586
39,578
39.083333333333336,582
39.166666666666664,579
39.25,580
39.333333333333336,578
39.416666666666664,579
39.5,577
39.583333333333336,581
39.666666666666664,584
39.75,577
39.833333333333336,578
39.916666666666664,580
40,584
40.083333333333336,583
40.166666666666664,580
40.25,584
40.333333333333336,582
40.416666666666664,576
40.5,583
40.583333333333336,575
40.666666666666664,577
40.75,580
40.833333333333336,580
40.916666666666664,580
41,577
41.083333333333336,579
41.166666666666664,579
41.25,581
41.333333333333336,579
41.416666666666664,580
41.5,581
41.583333333333336,581
41.666666666666664,581
41.75,586
41.833333333333336,579
41.916666666666664,583
42,583
42.083333333333336,581
42.166666666666664,583
42.25,580
42.333333333333336,587
42.416666666666664,584
42.5,581
42.583333333333336,588
42.666666666666664,584
42.75,584
42.833333333333336,584
42.916666666666664,580
43,578
43.083333333333336,582
43.166666666666664,580
43.25,582
43.333333333333336,580
43.416666666666664,590
43.5,583
43.583333333333336,587
43.666666666666664,591
43.75,583
43.833333333333336,584
43.916666666666664,586
44,585
44.083333333333336,585
44.166666666666664,589
44.25,587
44.333333333333336,584
44.416666666666664,582
44.5,581
44.583333333333336,582
44.666666666666664,581
44.75,586
44.833333333333336,589
44.916666666666664,583
45,579
45.083333333333336,585
45.166666666666664,579
45.25,586
45.333333333333336,587
45.416666666666664,589
45.5,580
45.583333333333336,587
45.666666666666664,582
45.75,586
45.833333333333336,580
45.916666666666664,585
46,590
46.083333333333336,591
46.166666666666664,589
46.25,584
46.333333333333336,586
46.416666666666664,591
46.5,589
46.583333333333336,591
46.666666666666664,585
46.75,583
46.833333333333336,584
46.916666666666664,588
47,586
47.083333333333336,585
47.166666666666664,583
47.25,589
47.333333333333336,588
47.416666666666664,583
47.5,582
47.583333333333336,588
47.666666666666664,582
47.75,590
47.833333333333336,585
47.916666666666664,591
