"Hours since thread went live","Metallic Rouge - Episode 9 discussion"
18.833333333333332,351
18.916666666666668,357
19,349
19.083333333333332,354
19.166666666666668,353
19.25,352
19.333333333333332,350
19.416666666666668,349
19.5,351
19.583333333333332,356
19.666666666666668,357
19.75,353
19.833333333333332,354
19.916666666666668,355
20,355
20.083333333333332,354
20.166666666666668,360
20.25,357
20.333333333333332,355
20.416666666666668,359
20.5,356
20.583333333333332,353
20.666666666666668,357
20.75,355
20.833333333333332,352
20.916666666666668,360
21,357
21.083333333333332,358
21.166666666666668,359
21.25,356
21.333333333333332,366
21.416666666666668,362
21.5,358
21.583333333333332,364
21.666666666666668,364
21.75,364
21.833333333333332,367
21.916666666666668,364
22,364
22.083333333333332,366
22.166666666666668,370
22.25,371
22.333333333333332,367
22.416666666666668,367
22.5,367
22.583333333333332,372
22.666666666666668,371
22.75,369
22.833333333333332,368
22.916666666666668,366
23,371
23.083333333333332,371
23.166666666666668,373
23.25,369
23.333333333333332,369
23.416666666666668,369
23.5,374
23.583333333333332,372
23.666666666666668,377
23.75,375
23.833333333333332,375
23.916666666666668,374
24,373
24.083333333333332,376
24.166666666666668,374
24.25,378
24.333333333333332,374
24.416666666666668,377
24.5,377
24.583333333333332,374
24.666666666666668,377
24.75,383
24.833333333333332,378
24.916666666666668,376
25,380
25.083333333333332,384
25.166666666666668,377
25.25,376
25.333333333333332,382
25.416666666666668,379
25.5,381
25.583333333333332,381
25.666666666666668,385
25.75,383
25.833333333333332,382
25.916666666666668,378
26,383
26.083333333333332,387
26.166666666666668,384
26.25,386
26.333333333333332,386
26.416666666666668,384
26.5,387
26.583333333333332,379
26.666666666666668,384
26.75,384
26.833333333333332,379
26.916666666666668,389
27,382
27.083333333333332,383
27.166666666666668,387
27.25,381
27.333333333333332,384
27.416666666666668,385
27.5,388
27.583333333333332,387
27.666666666666668,383
27.75,384
27.833333333333332,385
27.916666666666668,385
28,386
28.083333333333332,380
28.166666666666668,384
28.25,386
28.333333333333332,389
28.416666666666668,381
28.5,389
28.583333333333332,388
28.666666666666668,389
28.75,386
28.833333333333332,384
28.916666666666668,389
29,385
29.083333333333332,384
29.166666666666668,386
29.25,388
29.333333333333332,385
29.416666666666668,394
29.5,395
29.583333333333332,388
29.666666666666668,393
29.75,390
29.833333333333332,389
29.916666666666668,391
30,390
30.083333333333332,397
30.166666666666668,392
30.25,393
30.333333333333332,390
30.416666666666668,393
30.5,389
30.583333333333332,393
30.666666666666668,397
30.75,393
30.833333333333332,394
30.916666666666668,395
31,397
31.083333333333332,394
31.166666666666668,388
31.25,389
31.333333333333332,387
31.416666666666668,397
31.5,395
31.583333333333332,389
31.666666666666668,392
31.75,395
31.833333333333332,393
31.916666666666668,388
32,394
32.083333333333336,389
32.166666666666664,396
32.25,394
32.333333333333336,393
32.416666666666664,388
32.5,393
32.583333333333336,391
32.666666666666664,392
32.75,390
32.833333333333336,389
32.916666666666664,395
33,390
33.083333333333336,389
33.166666666666664,395
33.25,395
33.333333333333336,393
33.416666666666664,396
33.5,399
33.583333333333336,399
33.666666666666664,400
33.75,394
33.833333333333336,399
33.916666666666664,396
34,395
34.083333333333336,395
34.166666666666664,400
34.25,403
34.333333333333336,399
34.416666666666664,396
34.5,396
34.583333333333336,393
34.666666666666664,401
34.75,393
34.833333333333336,403
34.916666666666664,393
35,400
35.083333333333336,398
35.166666666666664,397
35.25,397
35.333333333333336,398
35.416666666666664,400
35.5,394
35.583333333333336,393
35.666666666666664,401
35.75,398
35.833333333333336,402
35.916666666666664,400
36,403
36.083333333333336,403
36.166666666666664,403
36.25,401
36.333333333333336,400
36.416666666666664,398
36.5,397
36.583333333333336,401
36.666666666666664,395
36.75,405
36.833333333333336,397
36.916666666666664,398
37,397
37.083333333333336,400
37.166666666666664,397
37.25,403
37.333333333333336,397
37.416666666666664,404
37.5,397
37.583333333333336,394
37.666666666666664,402
37.75,402
37.833333333333336,396
37.916666666666664,403
38,399
38.083333333333336,397
38.166666666666664,400
38.25,395
38.333333333333336,400
38.416666666666664,397
38.5,401
38.583333333333336,399
38.666666666666664,397
38.75,401
38.833333333333336,406
38.916666666666664,401
39,398
39.083333333333336,404
39.166666666666664,402
39.25,402
39.333333333333336,407
39.416666666666664,401
39.5,403
39.583333333333336,402
39.666666666666664,403
39.75,397
39.833333333333336,404
39.916666666666664,403
40,398
40.083333333333336,404
40.166666666666664,397
40.25,405
40.333333333333336,402
40.416666666666664,403
40.5,408
40.583333333333336,403
40.666666666666664,406
40.75,401
40.833333333333336,398
40.916666666666664,404
41,406
41.083333333333336,402
41.166666666666664,405
41.25,406
41.333333333333336,398
41.416666666666664,405
41.5,404
41.583333333333336,408
41.666666666666664,408
41.75,400
41.833333333333336,404
41.916666666666664,404
42,402
42.083333333333336,404
42.166666666666664,408
42.25,408
42.333333333333336,405
42.416666666666664,404
42.5,408
42.583333333333336,409
42.666666666666664,404
42.75,406
42.833333333333336,407
42.916666666666664,400
43,405
43.083333333333336,401
43.166666666666664,408
43.25,408
43.333333333333336,401
43.416666666666664,405
43.5,406
43.583333333333336,410
43.666666666666664,400
43.75,408
43.833333333333336,409
43.916666666666664,406
44,407
44.083333333333336,411
44.166666666666664,409
44.25,408
44.333333333333336,410
44.416666666666664,407
44.5,403
44.583333333333336,404
44.666666666666664,406
44.75,408
44.833333333333336,404
44.916666666666664,408
45,411
45.083333333333336,410
45.166666666666664,411
45.25,408
45.333333333333336,411
45.416666666666664,405
45.5,405
45.583333333333336,411
45.666666666666664,412
45.75,414
45.833333333333336,411
45.916666666666664,408
46,406
46.083333333333336,408
46.166666666666664,411
46.25,407
46.333333333333336,404
46.416666666666664,409
46.5,406
46.583333333333336,406
46.666666666666664,408
46.75,406
46.833333333333336,411
46.916666666666664,407
47,406
47.083333333333336,404
47.166666666666664,412
47.25,407
47.333333333333336,406
47.416666666666664,405
47.5,407
47.583333333333336,404
47.666666666666664,404
47.75,409
47.833333333333336,402
47.916666666666664,412
