"Hours since thread went live","Metallic Rouge - Episode 10 discussion"
16.833333333333332,238
16.916666666666668,240
17,241
17.083333333333332,237
17.166666666666668,239
17.25,240
17.333333333333332,242
17.416666666666668,237
17.5,241
17.583333333333332,240
17.666666666666668,239
17.75,240
17.833333333333332,238
17.916666666666668,240
18,242
18.083333333333332,239
18.166666666666668,240
18.25,240
18.333333333333332,239
18.416666666666668,241
18.5,243
18.583333333333332,239
18.666666666666668,247
18.75,242
18.833333333333332,241
18.916666666666668,243
19,241
19.083333333333332,248
19.166666666666668,244
19.25,248
19.333333333333332,246
19.416666666666668,244
19.5,241
19.583333333333332,246
19.666666666666668,245
19.75,244
19.833333333333332,248
19.916666666666668,247
20,248
20.083333333333332,249
20.166666666666668,248
20.25,250
20.333333333333332,249
20.416666666666668,248
20.5,249
20.583333333333332,249
20.666666666666668,248
20.75,254
20.833333333333332,251
20.916666666666668,252
21,251
21.083333333333332,248
21.166666666666668,251
21.25,250
21.333333333333332,254
21.416666666666668,249
21.5,256
21.583333333333332,255
21.666666666666668,251
21.75,251
21.833333333333332,256
21.916666666666668,253
22,253
22.083333333333332,249
22.166666666666668,255
22.25,254
22.333333333333332,258
22.416666666666668,256
22.5,256
22.583333333333332,254
22.666666666666668,259
22.75,254
22.833333333333332,262
22.916666666666668,255
23,259
23.083333333333332,257
23.166666666666668,258
23.25,261
23.333333333333332,261
23.416666666666668,258
23.5,258
23.583333333333332,259
23.666666666666668,264
23.75,261
23.833333333333332,258
23.916666666666668,263
24,263
24.083333333333332,260
24.166666666666668,258
24.25,260
24.333333333333332,264
24.416666666666668,260
24.5,265
24.583333333333332,264
24.666666666666668,261
24.75,263
24.833333333333332,263
24.916666666666668,265
25,264
25.083333333333332,266
25.166666666666668,263
25.25,264
25.333333333333332,263
25.416666666666668,265
25.5,263
25.583333333333332,263
25.666666666666668,263
25.75,263
25.833333333333332,265
25.916666666666668,262
26,265
26.083333333333332,264
26.166666666666668,264
26.25,262
26.333333333333332,268
26.416666666666668,268
26.5,265
26.583333333333332,265
26.666666666666668,264
26.75,263
26.833333333333332,267
26.916666666666668,269
27,270
27.083333333333332,267
27.166666666666668,269
27.25,270
27.333333333333332,271
27.416666666666668,269
27.5,269
27.583333333333332,266
27.666666666666668,270
27.75,267
27.833333333333332,270
27.916666666666668,271
28,270
28.083333333333332,268
28.166666666666668,266
28.25,270
28.333333333333332,273
28.416666666666668,270
28.5,272
28.583333333333332,268
28.666666666666668,273
28.75,268
28.833333333333332,272
28.916666666666668,272
29,269
29.083333333333332,271
29.166666666666668,269
29.25,267
29.333333333333332,271
29.416666666666668,270
29.5,270
29.583333333333332,269
29.666666666666668,273
29.75,270
29.833333333333332,275
29.916666666666668,275
30,276
30.083333333333332,270
30.166666666666668,273
30.25,272
30.333333333333332,277
30.416666666666668,275
30.5,272
30.583333333333332,273
30.666666666666668,273
30.75,275
30.833333333333332,275
30.916666666666668,275
31,273
31.083333333333332,272
31.166666666666668,273
31.25,278
31.333333333333332,275
31.416666666666668,274
31.5,274
31.583333333333332,276
31.666666666666668,278
31.75,273
31.833333333333332,273
31.916666666666668,278
32,275
32.083333333333336,275
32.166666666666664,273
32.25,276
32.333333333333336,275
32.416666666666664,277
32.5,276
32.583333333333336,277
32.666666666666664,276
32.75,281
32.833333333333336,278
32.916666666666664,278
33,279
33.083333333333336,276
33.166666666666664,277
33.25,278
33.333333333333336,280
33.416666666666664,277
33.5,277
33.583333333333336,280
33.666666666666664,282
33.75,280
33.833333333333336,282
33.916666666666664,277
34,279
34.083333333333336,275
34.166666666666664,282
34.25,279
34.333333333333336,281
34.416666666666664,281
34.5,278
34.583333333333336,276
34.666666666666664,277
34.75,280
34.833333333333336,279
34.916666666666664,278
35,279
35.083333333333336,280
35.166666666666664,280
35.25,280
35.333333333333336,283
35.416666666666664,282
35.5,279
35.583333333333336,278
35.666666666666664,280
35.75,276
35.833333333333336,280
35.916666666666664,280
36,276
36.083333333333336,278
36.166666666666664,279
36.25,277
36.333333333333336,278
36.416666666666664,278
36.5,279
36.583333333333336,278
36.666666666666664,276
36.75,280
36.833333333333336,281
36.916666666666664,281
37,280
37.083333333333336,285
37.166666666666664,283
37.25,283
37.333333333333336,283
37.416666666666664,281
37.5,283
37.583333333333336,283
37.666666666666664,283
37.75,284
37.833333333333336,279
37.916666666666664,281
38,282
38.083333333333336,286
38.166666666666664,285
38.25,285
38.333333333333336,285
38.416666666666664,285
38.5,285
38.583333333333336,282
38.666666666666664,287
38.75,284
38.833333333333336,284
38.916666666666664,290
39,288
39.083333333333336,287
39.166666666666664,288
39.25,289
39.333333333333336,282
39.416666666666664,288
39.5,286
39.583333333333336,288
39.666666666666664,289
39.75,287
39.833333333333336,288
39.916666666666664,285
40,286
40.083333333333336,288
40.166666666666664,286
40.25,288
40.333333333333336,283
40.416666666666664,287
40.5,284
40.583333333333336,286
40.666666666666664,283
40.75,290
40.833333333333336,284
40.916666666666664,288
41,287
41.083333333333336,286
41.166666666666664,287
41.25,284
41.333333333333336,287
41.416666666666664,288
41.5,287
41.583333333333336,287
41.666666666666664,285
41.75,288
41.833333333333336,288
41.916666666666664,289
42,289
42.083333333333336,285
42.166666666666664,285
42.25,284
42.333333333333336,287
42.416666666666664,287
42.5,288
42.583333333333336,284
42.666666666666664,287
42.75,289
42.833333333333336,285
42.916666666666664,290
43,287
43.083333333333336,289
43.166666666666664,290
43.25,290
43.333333333333336,284
43.416666666666664,288
43.5,290
43.583333333333336,286
43.666666666666664,291
43.75,288
43.833333333333336,288
43.916666666666664,286
44,287
44.083333333333336,288
44.166666666666664,285
44.25,287
44.333333333333336,290
44.416666666666664,286
44.5,288
44.583333333333336,290
44.666666666666664,288
44.75,290
44.833333333333336,289
44.916666666666664,285
45,287
45.083333333333336,288
45.166666666666664,291
45.25,285
45.333333333333336,290
45.416666666666664,290
45.5,291
45.583333333333336,292
45.666666666666664,293
45.75,287
45.833333333333336,287
45.916666666666664,290
46,291
46.083333333333336,288
46.166666666666664,290
46.25,291
46.333333333333336,292
46.416666666666664,292
46.5,289
46.583333333333336,290
46.666666666666664,289
46.75,289
46.833333333333336,292
46.916666666666664,292
47,293
47.083333333333336,291
47.166666666666664,295
47.25,296
47.333333333333336,293
47.416666666666664,289
47.5,292
47.583333333333336,289
47.666666666666664,290
47.75,292
47.833333333333336,292
47.916666666666664,290
