"Hours since thread went live","Mahouka Koukou no Rettousei Season 3 • The Irregular at Magic High School Season 3 - Episode 7 discussion"
21.666666666666668,408
21.75,409
21.833333333333332,410
21.916666666666668,414
22,410
22.083333333333332,412
22.166666666666668,405
22.25,405
22.333333333333332,408
22.416666666666668,404
22.5,411
22.583333333333332,408
22.666666666666668,408
22.75,408
22.833333333333332,414
22.916666666666668,407
23,412
23.083333333333332,411
23.166666666666668,411
23.25,415
23.333333333333332,410
23.416666666666668,417
23.5,412
23.583333333333332,417
23.666666666666668,411
23.75,416
23.833333333333332,420
23.916666666666668,416
24,419
24.083333333333332,415
24.166666666666668,415
24.25,416
24.333333333333332,422
24.416666666666668,420
24.5,423
24.583333333333332,422
24.666666666666668,420
24.75,421
24.833333333333332,423
24.916666666666668,429
25,427
25.083333333333332,431
25.166666666666668,431
25.25,430
25.333333333333332,421
25.416666666666668,433
25.5,430
25.583333333333332,431
25.666666666666668,427
25.75,426
25.833333333333332,427
25.916666666666668,427
26,427
26.083333333333332,422
26.166666666666668,429
26.25,430
26.333333333333332,429
26.416666666666668,425
26.5,435
26.583333333333332,434
26.666666666666668,426
26.75,432
26.833333333333332,435
26.916666666666668,437
27,431
27.083333333333332,432
27.166666666666668,434
27.25,429
27.333333333333332,437
27.416666666666668,436
27.5,433
27.583333333333332,432
27.666666666666668,438
27.75,436
27.833333333333332,437
27.916666666666668,434
28,436
28.083333333333332,436
28.166666666666668,433
28.25,433
28.333333333333332,440
28.416666666666668,437
28.5,437
28.583333333333332,440
28.666666666666668,439
28.75,440
28.833333333333332,438
28.916666666666668,440
29,438
29.083333333333332,437
29.166666666666668,440
29.25,445
29.333333333333332,441
29.416666666666668,442
29.5,445
29.583333333333332,444
29.666666666666668,443
29.75,444
29.833333333333332,440
29.916666666666668,435
30,444
30.083333333333332,440
30.166666666666668,443
30.25,438
30.333333333333332,439
30.416666666666668,441
30.5,439
30.583333333333332,437
30.666666666666668,438
30.75,444
30.833333333333332,446
30.916666666666668,438
31,440
31.083333333333332,443
31.166666666666668,444
31.25,438
31.333333333333332,444
31.416666666666668,447
31.5,443
31.583333333333332,442
31.666666666666668,450
31.75,449
31.833333333333332,447
31.916666666666668,446
32,440
32.083333333333336,441
32.166666666666664,444
32.25,446
32.333333333333336,450
32.416666666666664,447
32.5,443
32.583333333333336,446
32.666666666666664,450
32.75,442
32.833333333333336,450
32.916666666666664,448
33,447
33.083333333333336,452
33.166666666666664,443
33.25,449
33.333333333333336,455
33.416666666666664,452
33.5,445
33.583333333333336,449
33.666666666666664,445
33.75,446
33.833333333333336,451
33.916666666666664,448
34,446
34.083333333333336,448
34.166666666666664,446
34.25,448
34.333333333333336,448
34.416666666666664,444
34.5,450
34.583333333333336,448
34.666666666666664,447
34.75,453
34.833333333333336,450
34.916666666666664,445
35,451
35.083333333333336,453
35.166666666666664,448
35.25,451
35.333333333333336,451
35.416666666666664,446
35.5,453
35.583333333333336,452
35.666666666666664,446
35.75,446
35.833333333333336,452
35.916666666666664,452
36,450
36.083333333333336,450
36.166666666666664,446
36.25,454
36.333333333333336,454
36.416666666666664,450
36.5,454
36.583333333333336,454
36.666666666666664,450
36.75,446
36.833333333333336,453
36.916666666666664,453
37,454
37.083333333333336,451
37.166666666666664,453
37.25,455
37.333333333333336,453
37.416666666666664,452
37.5,451
37.583333333333336,453
37.666666666666664,457
37.75,454
37.833333333333336,455
37.916666666666664,451
38,459
38.083333333333336,458
38.166666666666664,451
38.25,454
38.333333333333336,456
38.416666666666664,453
38.5,454
38.583333333333336,456
38.666666666666664,459
38.75,461
38.833333333333336,453
38.916666666666664,450
39,457
39.083333333333336,459
39.166666666666664,460
39.25,454
39.333333333333336,455
39.416666666666664,458
39.5,462
39.583333333333336,455
39.666666666666664,454
39.75,461
39.833333333333336,457
39.916666666666664,454
40,460
40.083333333333336,453
40.166666666666664,452
40.25,453
40.333333333333336,460
40.416666666666664,457
40.5,461
40.583333333333336,451
40.666666666666664,455
40.75,456
40.833333333333336,454
40.916666666666664,458
41,458
41.083333333333336,458
41.166666666666664,457
41.25,451
41.333333333333336,462
41.416666666666664,453
41.5,461
41.583333333333336,456
41.666666666666664,456
41.75,458
41.833333333333336,457
41.916666666666664,453
42,454
42.083333333333336,456
42.166666666666664,459
42.25,454
42.333333333333336,456
42.416666666666664,452
42.5,455
42.583333333333336,462
42.666666666666664,455
42.75,455
42.833333333333336,459
42.916666666666664,453
43,457
43.083333333333336,456
43.166666666666664,455
43.25,457
43.333333333333336,454
43.416666666666664,454
43.5,461
43.583333333333336,455
43.666666666666664,455
43.75,463
43.833333333333336,456
43.916666666666664,454
44,462
44.083333333333336,454
44.166666666666664,455
44.25,453
44.333333333333336,455
44.416666666666664,455
44.5,455
44.583333333333336,455
44.666666666666664,455
44.75,455
44.833333333333336,454
44.916666666666664,453
45,461
45.083333333333336,463
45.166666666666664,454
45.25,460
45.333333333333336,453
45.416666666666664,457
45.5,458
45.583333333333336,458
45.666666666666664,454
45.75,457
45.833333333333336,452
45.916666666666664,456
46,460
46.083333333333336,462
46.166666666666664,459
46.25,452
46.333333333333336,457
46.416666666666664,456
46.5,460
46.583333333333336,457
46.666666666666664,457
46.75,458
46.833333333333336,458
46.916666666666664,457
47,456
47.083333333333336,463
47.166666666666664,461
47.25,454
47.333333333333336,456
47.416666666666664,462
47.5,461
47.583333333333336,458
47.666666666666664,459
47.75,457
47.833333333333336,456
47.916666666666664,459
