"Hours since thread went live","Tensei Kizoku, Kantei Skill de Nariagaru • As a Reincarnated Aristocrat, I'll Use My Appraisal Skill to Rise in the World - Episode 6 discussion"
35.083333333333336,371
35.166666666666664,375
35.25,370
35.333333333333336,373
35.416666666666664,375
35.5,373
35.583333333333336,378
35.666666666666664,380
35.75,376
35.833333333333336,373
35.916666666666664,378
36,378
36.083333333333336,380
36.166666666666664,375
36.25,377
36.333333333333336,379
36.416666666666664,380
36.5,376
36.583333333333336,379
36.666666666666664,374
36.75,375
36.833333333333336,380
36.916666666666664,373
37,372
37.083333333333336,381
37.166666666666664,379
37.25,372
37.333333333333336,380
37.416666666666664,375
37.5,378
37.583333333333336,377
37.666666666666664,379
37.75,384
37.833333333333336,375
37.916666666666664,373
38,376
38.083333333333336,374
38.166666666666664,376
38.25,379
38.333333333333336,379
38.416666666666664,373
38.5,380
38.583333333333336,383
38.666666666666664,378
38.75,378
38.833333333333336,379
38.916666666666664,383
39,379
39.083333333333336,379
39.166666666666664,385
39.25,378
39.333333333333336,380
39.416666666666664,383
39.5,386
39.583333333333336,384
39.666666666666664,378
39.75,380
39.833333333333336,380
39.916666666666664,379
40,380
40.083333333333336,379
40.166666666666664,379
40.25,374
40.333333333333336,380
40.416666666666664,378
40.5,381
40.583333333333336,378
40.666666666666664,384
40.75,379
40.833333333333336,382
40.916666666666664,381
41,382
41.083333333333336,377
41.166666666666664,385
41.25,377
41.333333333333336,382
41.416666666666664,378
41.5,379
41.583333333333336,382
41.666666666666664,381
41.75,380
41.833333333333336,385
41.916666666666664,378
42,378
42.083333333333336,377
42.166666666666664,379
42.25,386
42.333333333333336,385
42.416666666666664,377
42.5,383
42.583333333333336,380
42.666666666666664,376
42.75,378
42.833333333333336,377
42.916666666666664,375
43,377
43.083333333333336,385
43.166666666666664,380
43.25,383
43.333333333333336,377
43.416666666666664,380
43.5,377
43.583333333333336,381
43.666666666666664,385
43.75,380
43.833333333333336,384
43.916666666666664,380
44,378
44.083333333333336,378
44.166666666666664,385
44.25,383
44.333333333333336,385
44.416666666666664,385
44.5,384
44.583333333333336,379
44.666666666666664,378
44.75,380
44.833333333333336,383
44.916666666666664,382
45,384
45.083333333333336,384
45.166666666666664,381
45.25,382
45.333333333333336,378
45.416666666666664,384
45.5,383
45.583333333333336,381
45.666666666666664,382
45.75,383
45.833333333333336,379
45.916666666666664,382
46,378
46.083333333333336,384
46.166666666666664,379
46.25,384
46.333333333333336,382
46.416666666666664,380
46.5,384
46.583333333333336,382
46.666666666666664,380
46.75,384
46.833333333333336,378
46.916666666666664,381
47,381
47.083333333333336,382
47.166666666666664,378
47.25,380
47.333333333333336,381
47.416666666666664,379
47.5,387
47.583333333333336,381
47.666666666666664,384
47.75,384
47.833333333333336,383
47.916666666666664,377
