"Hours since thread went live","30-sai made Doutei dato Mahoutsukai ni Nareru Rashii • Cherry Magic! Thirty Years of Virginity Can Make You a Wizard?! - Episode 9 discussion"
38.666666666666664,104
38.75,109
38.833333333333336,104
38.916666666666664,107
39,103
39.083333333333336,109
39.166666666666664,105
39.25,106
39.333333333333336,109
39.416666666666664,108
39.5,103
39.583333333333336,108
39.666666666666664,108
39.75,104
39.833333333333336,104
39.916666666666664,106
40,106
40.083333333333336,105
40.166666666666664,103
40.25,106
40.333333333333336,108
40.416666666666664,105
40.5,106
40.583333333333336,104
40.666666666666664,106
40.75,104
40.833333333333336,107
40.916666666666664,108
41,105
41.083333333333336,105
41.166666666666664,107
41.25,110
41.333333333333336,106
41.416666666666664,102
41.5,108
41.583333333333336,110
41.666666666666664,107
41.75,107
41.833333333333336,102
41.916666666666664,105
42,106
42.083333333333336,106
42.166666666666664,106
42.25,109
42.333333333333336,109
42.416666666666664,105
42.5,104
42.583333333333336,106
42.666666666666664,106
42.75,104
42.833333333333336,108
42.916666666666664,108
43,110
43.083333333333336,106
43.166666666666664,106
43.25,103
43.333333333333336,104
43.416666666666664,108
43.5,106
43.583333333333336,109
43.666666666666664,107
43.75,108
43.833333333333336,107
43.916666666666664,106
44,105
44.083333333333336,106
44.166666666666664,108
44.25,104
44.333333333333336,110
44.416666666666664,106
44.5,106
44.583333333333336,106
44.666666666666664,106
44.75,108
44.833333333333336,108
44.916666666666664,108
45,104
45.083333333333336,103
45.166666666666664,106
45.25,107
45.333333333333336,103
45.416666666666664,106
45.5,108
45.583333333333336,106
45.666666666666664,106
45.75,107
45.833333333333336,103
45.916666666666664,106
46,106
46.083333333333336,103
46.166666666666664,106
46.25,107
46.333333333333336,105
46.416666666666664,106
46.5,104
46.583333333333336,106
46.666666666666664,105
46.75,105
46.833333333333336,105
46.916666666666664,109
47,108
47.083333333333336,106
47.166666666666664,106
47.25,105
47.333333333333336,104
47.416666666666664,108
47.5,106
47.583333333333336,104
47.666666666666664,105
47.75,108
47.833333333333336,107
47.916666666666664,108
