"Hours since thread went live","Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life • Chillin' in Another World with Level 2 Super Cheat Powers - Episode 4 discussion"
43.166666666666664,505
43.25,514
43.333333333333336,509
43.416666666666664,511
43.5,512
43.583333333333336,504
43.666666666666664,511
43.75,513
43.833333333333336,508
43.916666666666664,510
44,512
44.083333333333336,511
44.166666666666664,511
44.25,505
44.333333333333336,510
44.416666666666664,508
44.5,514
44.583333333333336,505
44.666666666666664,510
44.75,508
44.833333333333336,510
44.916666666666664,510
45,515
45.083333333333336,505
45.166666666666664,505
45.25,508
45.333333333333336,508
45.416666666666664,515
45.5,514
45.583333333333336,511
45.666666666666664,510
45.75,511
45.833333333333336,507
45.916666666666664,511
46,506
46.083333333333336,509
46.166666666666664,512
46.25,510
46.333333333333336,513
46.416666666666664,511
46.5,509
46.583333333333336,507
46.666666666666664,512
46.75,511
46.833333333333336,510
46.916666666666664,511
47,511
47.083333333333336,505
47.166666666666664,505
47.25,514
47.333333333333336,514
47.416666666666664,512
47.5,511
47.583333333333336,515
47.666666666666664,509
47.75,516
47.833333333333336,513
47.916666666666664,512
