"Hours since thread went live","Sasayaku You ni Koi wo Utau • Whisper Me a Love Song - Episode 6 discussion"
27.916666666666668,478
28,482
28.083333333333332,480
28.166666666666668,485
28.25,481
28.333333333333332,490
28.416666666666668,488
28.5,478
28.583333333333332,484
28.666666666666668,484
28.75,482
28.833333333333332,480
28.916666666666668,481
29,482
29.083333333333332,488
29.166666666666668,487
29.25,481
29.333333333333332,484
29.416666666666668,487
29.5,488
29.583333333333332,490
29.666666666666668,488
29.75,489
29.833333333333332,489
29.916666666666668,492
30,492
30.083333333333332,490
30.166666666666668,489
30.25,486
30.333333333333332,486
30.416666666666668,496
30.5,488
30.583333333333332,493
30.666666666666668,491
30.75,495
30.833333333333332,486
30.916666666666668,487
31,493
31.083333333333332,497
31.166666666666668,488
31.25,490
31.333333333333332,486
31.416666666666668,489
31.5,494
31.583333333333332,489
31.666666666666668,492
31.75,498
31.833333333333332,493
31.916666666666668,490
32,493
32.083333333333336,492
32.166666666666664,499
32.25,494
32.333333333333336,491
32.416666666666664,501
32.5,503
32.583333333333336,497
32.666666666666664,496
32.75,500
32.833333333333336,497
32.916666666666664,497
33,498
33.083333333333336,498
33.166666666666664,500
33.25,496
33.333333333333336,499
33.416666666666664,501
33.5,501
33.583333333333336,502
33.666666666666664,504
33.75,501
33.833333333333336,496
33.916666666666664,496
34,505
34.083333333333336,501
34.166666666666664,504
34.25,495
34.333333333333336,501
34.416666666666664,503
34.5,502
34.583333333333336,502
34.666666666666664,500
34.75,499
34.833333333333336,502
34.916666666666664,504
35,502
35.083333333333336,500
35.166666666666664,497
35.25,497
35.333333333333336,504
35.416666666666664,495
35.5,499
35.583333333333336,498
35.666666666666664,500
35.75,503
35.833333333333336,504
35.916666666666664,501
36,502
36.083333333333336,504
36.166666666666664,505
36.25,506
36.333333333333336,499
36.416666666666664,503
36.5,504
36.583333333333336,498
36.666666666666664,502
36.75,503
36.833333333333336,503
36.916666666666664,506
37,500
37.083333333333336,502
37.166666666666664,503
37.25,500
37.333333333333336,501
37.416666666666664,503
37.5,502
37.583333333333336,496
37.666666666666664,502
37.75,504
37.833333333333336,506
37.916666666666664,499
38,503
38.083333333333336,501
38.166666666666664,500
38.25,502
38.333333333333336,503
38.416666666666664,499
38.5,498
38.583333333333336,502
38.666666666666664,506
38.75,507
38.833333333333336,505
38.916666666666664,501
39,504
39.083333333333336,499
39.166666666666664,506
39.25,508
39.333333333333336,508
39.416666666666664,508
39.5,508
39.583333333333336,510
39.666666666666664,504
39.75,507
39.833333333333336,501
39.916666666666664,507
40,505
40.083333333333336,507
40.166666666666664,504
40.25,508
40.333333333333336,506
40.416666666666664,502
40.5,499
40.583333333333336,505
40.666666666666664,504
40.75,505
40.833333333333336,502
40.916666666666664,505
41,500
41.083333333333336,507
41.166666666666664,507
41.25,506
41.333333333333336,510
41.416666666666664,505
41.5,508
41.583333333333336,509
41.666666666666664,510
41.75,505
41.833333333333336,503
41.916666666666664,508
42,507
42.083333333333336,504
42.166666666666664,505
42.25,503
42.333333333333336,507
42.416666666666664,504
42.5,513
42.583333333333336,512
42.666666666666664,510
42.75,507
42.833333333333336,511
42.916666666666664,511
43,509
43.083333333333336,511
43.166666666666664,509
43.25,507
43.333333333333336,508
43.416666666666664,510
43.5,505
43.583333333333336,511
43.666666666666664,511
43.75,505
43.833333333333336,508
43.916666666666664,511
44,504
44.083333333333336,514
44.166666666666664,507
44.25,513
44.333333333333336,512
44.416666666666664,513
44.5,510
44.583333333333336,509
44.666666666666664,512
44.75,508
44.833333333333336,508
44.916666666666664,512
45,505
45.083333333333336,517
45.166666666666664,517
45.25,512
45.333333333333336,514
45.416666666666664,512
45.5,514
45.583333333333336,510
45.666666666666664,514
45.75,514
45.833333333333336,513
45.916666666666664,512
46,515
46.083333333333336,513
46.166666666666664,510
46.25,516
46.333333333333336,509
46.416666666666664,515
46.5,515
46.583333333333336,512
46.666666666666664,510
46.75,516
46.833333333333336,518
46.916666666666664,507
47,515
47.083333333333336,517
47.166666666666664,517
47.25,509
47.333333333333336,509
47.416666666666664,518
47.5,510
47.583333333333336,514
47.666666666666664,512
47.75,515
47.833333333333336,516
47.916666666666664,511
